accel_x,accel_y,accel_z,encoder_a,encoder_b
5.31,5.84,-6.30,13640,5424
2.67,9.57,-1.13,12880,7397
0.03,7.60,6.23,12166,9421
-2.40,1.81,9.19,11476,11270
-3.34,-4.04,8.01,11175,13032
-5.09,-7.43,3.15,10662,14763
-4.91,-8.03,-1.94,10734,98
-5.71,-4.75,-6.25,10471,1847
-6.66,1.00,-7.10,10229,3902
-6.72,5.59,-4.43,10242,5984
-6.69,7.00,0.83,10256,8101
-6.57,4.14,5.68,10254,10131
-6.52,-0.60,6.95,10197,12037
-8.07,-3.58,3.58,9425,13702
-9.40,-1.76,0.40,8427,15123
-9.48,1.45,0.54,7582,451
-8.75,1.87,3.41,6920,2304
-7.69,-1.81,5.33,6431,4386
-6.83,-5.63,3.51,6127,6222
-6.90,-6.56,-1.04,6157,7999
-6.69,-4.97,-4.88,6010,9706
-5.12,-0.79,-8.32,5457,11486
-4.29,5.07,-7.34,5147,13443
-3.57,9.15,-0.45,4978,15809
-2.69,7.03,6.19,4722,1498
-2.30,0.68,9.36,4742,3417
-3.78,-4.94,7.26,5164,5193
-4.41,-8.15,2.31,5399,6890
-6.90,-6.32,-2.10,6216,8505
-7.80,-3.07,-4.82,6523,10268
-8.90,0.40,-3.77,7110,12183
-9.44,1.51,-1.17,7594,14357
-9.52,-0.99,-0.16,8399,16166
-9.27,-1.81,-1.72,8749,1492
-8.23,-1.09,-5.00,9610,3133
-7.12,2.68,-6.17,10082,4842
-6.54,6.86,-2.43,10334,6919
-6.32,6.60,3.22,10439,9038
-3.70,2.38,8.58,11209,11209
-2.50,-4.23,8.25,11495,13042
-0.72,-8.54,4.36,12010,14714
1.78,-9.48,-1.22,12653,16326
2.01,-6.67,-6.92,12728,1627
3.54,-1.11,-9.26,13244,3375
6.11,4.73,-6.51,14015,5275
8.31,5.63,-1.28,14954,7290
10.09,0.53,-0.13,16366,8822
9.47,-1.74,-2.89,1022,10134
5.92,-1.17,-8.00,2505,11353
2.61,3.17,-9.13,3492,12707
-4.15,6.97,-5.64,5263,14216
-7.49,6.13,-0.81,6435,15716
-9.58,0.13,-0.01,8132,373
-8.25,-4.00,-2.85,9584,1208
-4.89,-3.85,-7.51,10876,2431
-0.77,-0.03,-9.88,12150,3683
5.93,4.06,-7.08,14013,4987
9.49,2.94,-1.96,15640,6237
9.65,-2.72,0.21,877,7400
6.22,-7.50,-1.47,2544,8182
0.58,-8.45,-4.83,4214,9069
-5.39,-5.07,-6.30,5756,10115
-8.97,-0.94,-3.46,7238,11235
-9.23,-0.53,2.36,8928,12359
-5.67,-4.08,6.47,10580,13326
0.09,-7.80,5.64,12335,14361
6.53,-6.88,2.64,14097,14999
9.98,-1.38,0.15,16026,15588
8.43,5.61,0.23,1696,16165
3.23,8.92,3.06,3518,606
-3.54,7.60,4.96,5251,1185
-8.40,3.52,3.05,7083,1452
-9.26,-1.69,-1.94,9009,1804
-5.99,-4.48,-6.18,10766,2081
0.55,-3.57,-9.18,12612,2689
7.12,-1.19,-6.98,14630,3116
10.09,0.35,-0.03,217,3621
7.30,-0.79,6.71,2344,4099
0.91,-1.76,9.52,4133,4145
-5.35,-1.56,7.77,5947,4144
-9.36,-0.49,1.88,7782,4141
-8.61,0.74,-4.40,9640,4143
-2.97,1.97,-9.23,11695,4197
4.17,2.24,-8.86,13744,4242
9.62,1.15,-2.92,15804,4447
9.34,-1.54,3.31,1342,4954
4.24,-4.71,7.46,3213,5128
-1.85,-4.97,8.02,4898,5071
-8.01,-2.00,4.73,6864,4490
-9.56,-0.05,-0.85,8599,3755
-6.64,-1.42,-7.00,10447,3028
-0.80,-3.80,-9.05,12284,2461
6.39,-4.32,-6.31,14209,1910
9.89,-1.15,-1.53,16035,1498
8.46,4.87,2.57,1647,859
3.77,8.98,2.22,3298,105
-3.23,9.28,0.11,5099,15850
-7.95,5.29,-1.87,6721,14940
-9.59,-0.10,-0.07,8253,13779
-8.41,-1.58,4.17,9516,12524
-5.39,1.87,7.72,10792,11008
-2.03,6.85,6.66,11777,9488
0.09,9.91,0.33,12371,7593
3.10,7.31,-6.18,13174,5556
5.44,0.69,-8.42,13798,3541
6.92,-4.17,-5.86,14173,1621
6.98,-6.93,-1.02,14163,16012
7.20,-5.88,3.32,14238,14295
6.85,-2.49,6.71,14082,12616
5.18,2.42,8.09,13603,10844
5.21,7.34,4.36,13659,8942
5.01,8.43,-2.31,13647,6667
5.49,3.86,-7.54,13791,4519
7.10,-1.81,-6.84,14321,2504
8.00,-4.94,-3.31,14606,719
8.98,-4.34,0.30,15069,15383
9.48,-2.19,2.37,15402,13683
10.05,0.29,0.88,16118,11850
10.04,-0.22,-1.00,300,9794
8.91,-4.32,-1.45,1401,8045
7.95,-5.40,2.49,1782,6302
6.14,-3.59,6.84,2509,4613
4.02,0.98,8.95,3126,3037
-0.17,6.34,7.48,4249,1534
-4.67,8.45,1.57,5383,16146
-7.84,5.28,-2.37,6587,14510
-9.51,0.70,-1.40,7756,12981
-9.33,-0.07,2.07,8781,11487
-8.10,2.68,4.37,9733,10015
-4.62,7.86,3.41,11105,8479
0.88,9.86,-1.02,12620,7219
6.67,6.53,-3.93,14360,6021
9.92,1.38,-1.53,16107,4964
9.21,-0.66,3.93,1260,3995
5.17,0.63,8.41,2872,3201
-0.20,5.19,8.30,4282,1897
-5.65,6.93,3.76,5713,574
-8.65,4.34,-0.16,7009,15535
-9.59,-0.04,-0.12,8213,14013
-8.58,-1.73,3.75,9364,12560
-6.60,0.82,6.88,10351,11104
-3.04,6.51,6.56,11501,9436
-0.07,9.77,1.57,12364,7699
3.46,7.79,-5.33,13259,5750
5.65,2.01,-8.08,13884,3721
7.39,-3.25,-5.91,14407,1838
9.30,-3.25,-1.81,15370,280
10.08,-0.35,0.08,16174,14896
9.72,2.03,-1.90,767,13314
7.08,0.97,-7.10,2094,11659
4.54,-4.24,-7.76,2975,9947
1.68,-9.00,-3.36,3748,8201
-0.75,-9.36,2.06,4486,6716
-4.86,-5.51,6.09,5539,5112
-6.45,-0.69,7.02,6019,3378
-7.15,4.04,5.01,6190,1457
-7.49,6.06,1.08,6328,15914
-7.55,5.00,-3.66,6288,13894
-6.74,0.92,-7.04,6024,11625
-6.09,-4.62,-5.96,5794,9625
-3.96,-8.44,-2.39,5128,7916
-0.27,-9.28,2.64,4150,6562
3.67,-6.39,6.40,3052,5213
7.22,-1.24,6.72,1942,3824
9.71,1.34,2.41,533,2170
9.88,-1.52,-1.28,15632,577
7.36,-6.62,-0.46,14150,15584
4.09,-7.57,4.62,13174,14096
-0.81,-5.04,8.18,11797,12826
-4.42,0.24,8.52,10896,11349
-7.78,3.48,4.43,9609,9572
-9.20,2.80,0.41,8867,7709
-9.54,-0.82,0.24,7745,6046
-8.63,-1.96,3.53,6930,4443
-6.95,0.51,6.55,6034,2936
-2.32,5.59,7.62,4617,1571
1.44,9.07,3.69,3557,64
4.77,8.42,-2.77,2687,14631
7.77,3.99,-5.13,1601,12941
9.73,0.38,-2.72,584,11344
9.77,1.52,1.98,15387,10011
6.45,6.30,4.37,13981,8965
0.95,9.65,2.04,12361,7804
-4.89,8.17,-2.43,10809,6553
-8.93,2.95,-2.34,8973,5633
-8.99,-2.29,2.19,7159,5208
-5.10,-5.14,6.21,5251,4971
1.57,-3.10,9.08,3485,4009
7.20,-0.94,6.80,1676,3588
10.08,0.38,0.39,16220,2907
8.09,-1.76,-5.69,14278,2279
0.92,-3.42,-9.23,12191,2283
-5.47,-2.87,-7.56,10319,2308
-9.42,-0.59,-1.88,8337,2610
-8.35,0.26,4.61,6447,3080
-2.91,0.63,9.18,4655,3080
3.59,0.77,9.13,2842,3083
9.01,0.61,4.39,961,3079
9.63,0.13,-3.05,15186,3053
4.41,-0.91,-8.92,13148,2916
-2.71,-1.15,-9.40,11150,2920
-8.35,-0.66,-4.88,9223,2947
-9.46,-0.02,1.47,7389,3171
-5.91,-1.88,7.26,5592,3965
0.79,-3.14,9.15,3630,4123
7.19,-2.05,6.53,1809,4117
10.06,0.05,0.73,16265,4098
7.63,2.32,-6.21,14264,4087
1.03,3.18,-9.42,12214,4078
-5.69,2.50,-7.62,10241,4101
