accel_x,accel_y,accel_z,encoder_a,encoder_b
-0.08,3.41,9.19,3837,3786
9.69,0.41,1.65,185,4365
2.76,0.48,-9.43,12664,4783
-9.21,0.87,-3.46,8765,5496
-5.65,-6.53,4.64,5407,7254
4.14,-8.66,-1.87,2744,9467
9.69,-0.13,-1.72,156,12401
6.08,-5.68,5.17,13693,15236
-4.17,-8.80,-1.20,10850,1104
-9.79,-0.63,-1.06,8222,3955
-5.99,-5.55,5.43,5605,6821
4.00,-8.92,-0.41,2834,8942
9.69,1.53,0.91,15704,10630
-0.30,3.26,9.25,11871,12090
-9.45,-0.65,2.59,8604,13490
-6.45,5.94,-4.52,5614,15520
3.91,8.24,3.57,2727,1866
9.70,0.49,1.51,174,4376
4.47,4.77,-7.34,13357,6309
-6.57,7.29,-0.12,10254,8936
-9.47,-1.92,-1.92,7237,11100
-0.97,-1.12,-9.73,4144,12732
8.48,3.86,-3.15,1174,15317
8.98,-3.62,-1.53,14986,1816
0.66,-2.77,-9.40,12285,4208
-8.43,3.53,-3.74,9440,7009
-8.71,-4.48,-0.99,6747,9598
-1.20,-4.03,-8.89,4217,11999
6.40,5.28,-5.29,1984,15142
9.77,-0.96,-0.49,15861,1808
2.73,-3.10,-8.91,12874,4017
-7.55,3.59,-5.27,9915,6554
-9.26,-3.31,-0.39,7149,9299
-1.32,-6.05,-7.64,4317,11318
7.69,1.56,-5.93,1437,13713
8.86,-3.94,1.46,14933,27
2.17,-7.05,-6.43,12725,2857
-3.72,4.40,-8.03,11270,6379
-5.11,6.93,4.67,10859,10692
-6.65,-3.36,6.36,10208,14421
-8.49,-4.91,-1.03,9395,1487
-9.35,-0.02,-3.18,8943,5172
-9.23,3.42,0.02,9096,9126
-8.86,-0.03,4.22,9269,13082
-9.11,-3.60,0.88,9043,381
-9.84,-0.36,-0.28,8160,4056
-9.85,-0.02,-0.14,8148,7854
-9.83,0.23,0.60,8314,11716
-9.72,-1.30,0.89,8470,15579
-9.66,-1.55,-1.17,8582,2895
-8.61,2.23,-4.32,9509,6417
-7.04,6.02,3.26,10233,10468
-1.29,-2.88,9.28,11920,14055
3.08,-9.28,0.09,13050,953
6.31,-2.22,-7.18,14182,4546
8.98,3.71,-1.53,15361,8494
9.81,-0.02,-0.62,172,12143
9.37,2.41,-1.78,716,15890
7.33,4.85,4.42,1967,3226
2.09,-4.47,8.48,3644,6553
-2.69,-9.33,-1.38,4892,9766
-7.57,-0.92,-6.30,6378,13218
-9.83,-0.40,0.05,8233,409
-7.03,-4.89,-4.90,10262,3263
2.09,1.84,-9.43,13031,5732
9.48,2.46,-0.80,15947,8679
7.17,-4.90,-4.52,2207,11251
-3.15,-0.54,-9.35,5074,13377
-9.73,1.23,-0.90,7815,16221
-8.04,-4.71,-3.21,9861,2852
-0.33,0.35,-9.83,12426,5386
9.36,2.50,-1.64,15743,7867
5.89,-7.64,-1.62,2552,9882
-5.81,-5.83,-5.44,5819,11349
-9.45,-0.41,2.65,8982,13639
0.23,-4.58,8.66,12619,14647
9.84,0.15,0.25,160,14656
1.07,4.61,-8.64,3970,14630
-9.59,0.94,-2.13,7686,14668
-3.73,-6.16,6.64,11432,15307
8.85,-2.94,3.09,15321,15512
5.09,7.28,-4.23,2766,16118
-7.79,5.53,-2.45,6490,32
-7.16,-6.17,2.64,10214,16
5.99,-7.08,3.15,14057,19
8.09,5.13,-2.23,1589,16368
-4.16,7.99,-3.96,5347,16286
-9.39,-2.63,1.31,9088,16174
1.55,-8.44,4.70,12857,16154
9.83,0.43,-0.20,205,14997
2.29,-1.00,-9.50,3580,12936
-7.66,-4.96,-3.72,6496,10863
-9.24,3.32,-0.76,9230,8598
-0.17,3.84,-9.08,12399,6095
9.76,-0.00,-1.22,16133,4616
3.15,4.43,8.17,3277,3814
-7.45,6.00,2.20,6389,1789
-8.69,-3.94,2.35,9516,15839
0.31,-2.03,9.58,12498,13782
9.20,2.42,2.52,15590,11405
6.93,-6.86,1.04,2189,8650
-3.38,-5.39,7.46,5075,6600
-9.67,0.53,1.75,7644,3901
-8.07,-5.61,0.49,9699,699
-2.15,-3.82,8.76,11749,14172
3.49,6.86,6.06,13334,10904
9.31,2.40,-2.15,15549,7101
9.68,0.92,1.52,484,3833
6.89,6.96,-0.71,2031,562
0.55,0.59,-9.81,3907,13230
-4.24,-8.53,-2.37,5283,9542
-8.65,-2.99,3.56,6962,6494
-9.44,-1.87,-2.23,8991,3090
-4.41,-8.41,2.46,11098,16329
1.97,-1.71,9.45,12982,13356
8.31,4.72,2.41,15135,10072
9.44,-1.90,2.01,955,6738
4.02,2.42,8.63,3145,4050
-6.37,6.83,2.96,6029,1710
-9.15,-3.31,1.45,9294,15997
-0.46,-3.96,8.96,12347,14058
8.35,3.05,4.22,15118,11446
8.73,-4.42,0.72,1339,8332
2.46,-2.45,9.17,3489,5441
-4.36,7.11,5.12,5209,2223
-8.52,3.47,-3.61,6691,14807
-9.54,-1.64,-1.92,7433,11078
-9.84,-0.31,0.01,8049,7388
-9.82,-0.52,-0.67,8278,3510
-9.44,-2.67,0.83,8872,16012
-7.81,-0.14,5.93,9877,12787
-2.45,8.93,3.16,11810,9638
5.14,4.46,-7.12,13901,6069
9.68,-0.93,-1.47,15923,2898
9.21,3.23,-1.27,860,15895
6.09,-1.36,-7.57,2393,12145
2.20,-9.54,0.27,3642,8526
-3.17,-3.03,8.76,4993,5391
-6.27,6.49,3.83,5805,1797
-8.78,2.39,-3.86,6835,14240
-9.73,-1.28,-0.97,7778,10548
-8.95,3.46,-2.28,9346,7164
-5.20,-3.87,-7.45,10869,3332
0.38,-9.61,1.82,12335,16371
3.24,-1.00,9.22,13164,13082
7.02,6.60,1.95,14447,9442
9.18,1.51,-3.23,15548,5418
9.82,0.58,0.19,57,1911
9.54,1.74,-1.63,550,14555
8.14,-3.55,-4.18,1592,10663
7.41,-5.29,3.66,1895,6953
7.37,2.73,5.90,1783,3393
8.39,4.89,-1.61,1292,15887
9.73,0.05,-1.46,230,12195
9.06,3.82,0.12,15310,8714
6.42,1.35,-7.32,14052,4909
-1.76,-8.11,-5.26,11560,1872
-9.60,-2.12,0.24,8383,71
-4.56,6.57,-5.80,4983,14959
7.93,2.74,-5.16,1360,13878
6.72,-0.98,7.10,13996,13185
-6.23,1.44,7.43,10301,12133
-8.65,-3.47,-3.27,6669,10617
3.16,-7.45,-5.52,3095,10268
9.64,1.90,0.66,15727,9777
-1.97,8.75,3.93,11695,9745
-9.83,-0.70,-0.07,7889,8920
-1.47,-9.60,1.27,4271,8260
9.36,-2.94,0.42,619,8216
3.11,9.18,-1.49,12976,8233
-9.08,3.79,0.16,9045,8749
-5.85,-7.38,-2.85,5590,9656
4.71,-3.54,-7.83,2652,11686
9.74,1.05,-0.83,174,14856
7.94,-5.12,-2.58,14596,1743
-0.50,-0.85,-9.80,12102,4427
-6.43,7.18,-1.99,10357,8272
-9.14,1.44,3.29,8948,11970
-9.80,0.69,-0.81,7623,15340
-8.59,3.47,3.23,6705,2782
-7.61,-3.66,4.99,6348,6511
-7.43,-6.00,-2.42,6260,10044
-7.90,1.50,-5.77,6364,13892
-6.90,6.70,1.92,5927,1589
-4.31,-1.72,8.63,5137,5390
-1.05,-9.69,0.87,4364,8739
1.05,-3.14,-9.25,3676,12233
4.14,8.13,-3.44,2718,16174
6.65,3.42,6.38,2051,3842
7.12,-5.39,4.07,1949,7425
8.02,-4.12,-3.88,1551,10995
8.66,3.00,-3.58,1149,14956
9.29,2.78,1.69,771,2517
9.50,-1.05,2.31,624,6251
9.82,-0.49,-0.36,104,9937
9.17,-0.54,3.51,15274,13781
6.40,-7.41,0.14,13984,841
4.07,-2.07,-8.69,13342,4361
3.28,8.75,-3.05,13208,8408
3.63,2.79,8.68,13259,12554
5.16,-7.33,3.96,13635,16117
2.84,-6.31,-6.94,13002,3181
2.30,6.44,-7.09,12886,7047
1.13,6.80,6.95,12562,11317
-1.16,-6.08,7.60,11917,15030
-1.02,-8.92,-3.96,11957,2078
1.81,2.12,-9.44,12824,5644
6.44,7.34,0.89,14263,9513
9.74,0.61,1.22,16118,12775
7.61,5.16,-3.52,1790,15865
0.71,7.38,6.40,3943,2965
-5.14,-3.58,7.55,5549,6256
-8.92,-4.17,-0.20,7109,9367
-9.84,-0.22,0.11,8126,13148
-9.54,-2.35,0.44,8722,552
-9.54,-1.04,-2.30,8748,4282
-9.68,1.67,-0.89,8641,8116
-9.85,-0.31,-0.16,8015,11891
-9.85,-0.19,-0.03,8098,15699
-9.31,-2.61,-1.92,8974,2949
-7.07,2.66,-6.39,10330,6315
0.82,9.69,1.00,12728,9609
8.94,1.65,3.75,15374,12471
7.69,3.08,-5.30,1802,14649
-2.65,9.35,-1.30,4777,755
-9.82,0.39,0.45,7997,2600
-3.21,-4.92,-7.91,11494,3695
9.01,-0.20,-3.93,15367,4851
4.84,-1.49,8.42,2803,5591
-7.28,-1.87,6.30,6399,5764
-7.63,-0.04,-6.29,10131,5140
5.65,0.55,-8.02,14064,5238
8.51,-2.29,4.36,1521,6471
-3.03,-7.19,5.91,5014,7411
-9.84,-0.71,-0.03,8058,9364
-5.79,2.90,7.34,10697,12376
5.64,-3.52,7.20,13878,14608
9.67,1.83,-0.43,553,561
3.38,6.05,6.95,3273,3489
-6.57,-1.49,7.11,6120,5730
-9.65,1.55,-1.35,8967,7755
0.28,9.67,-1.58,12760,8880
9.83,-0.29,-0.13,411,9392
1.01,-9.72,-0.55,4103,9364
-9.46,-2.75,-0.03,7679,9247
-4.07,8.92,-0.08,11493,9226
9.03,3.91,-0.14,15590,9196
4.89,-7.90,3.07,2972,8238
-7.53,-5.90,2.19,6534,8280
-7.60,6.23,-0.58,10188,9090
4.85,7.90,3.22,13978,10469
9.09,-2.35,-2.86,1277,11420
-2.40,-5.62,-7.72,4951,11711
-9.79,0.36,0.89,8657,11913
-0.46,3.88,8.97,12415,12293
9.80,0.83,0.52,16333,11369
3.90,-8.96,-0.09,3214,9114
-6.26,-5.35,5.31,6024,7002
-9.36,-0.47,-3.09,9117,4806
-1.03,-8.65,-4.48,12091,2190
8.71,-4.25,1.51,15127,78
7.86,2.31,-5.42,1769,14039
-1.64,-5.80,-7.76,4648,11460
-9.58,-2.18,-0.60,7748,9817
-4.09,8.92,-0.05,11428,9163
8.15,3.84,-4.00,15054,6922
6.86,-1.77,6.81,2224,5711
-4.77,2.20,8.27,5472,4297
-9.73,-1.47,-0.51,8598,1947
-2.81,-8.27,4.42,11579,16018
8.39,-1.88,4.75,14999,14317
6.94,-1.26,-6.81,2210,12530
-5.40,-4.88,-6.66,5749,11614
-9.49,2.30,1.18,9053,10283
-0.42,9.55,-2.27,12415,8429
8.94,1.46,-3.85,15414,5738
7.51,3.14,5.54,1897,3662
-1.34,9.70,0.51,4420,942
-8.52,1.51,-4.79,6784,13985
-8.62,2.05,4.21,9530,11849
1.62,8.83,3.88,12839,10155
9.58,1.96,-0.99,15993,7437
5.61,-1.57,7.92,2658,5443
-2.15,7.40,6.05,4654,2508
-7.73,4.52,-4.19,6335,15166
-9.45,-1.73,-2.24,7361,11407
-9.54,-2.19,0.96,7501,7670
-9.81,0.08,0.85,7869,3905
-9.74,-1.48,0.29,8488,144
-9.47,-0.32,2.59,8795,13020
-9.69,1.79,0.01,8630,8957
-9.53,0.28,-2.56,8831,5231
-8.97,-3.92,-1.07,9182,1386
-8.38,-2.50,4.45,9576,14003
-8.39,4.09,3.05,9605,10254
-7.98,3.42,-4.74,9795,6224
-6.42,-5.90,-4.64,10435,2260
-3.64,-7.28,5.46,11279,15202
1.60,2.75,9.28,12821,12073
7.27,6.59,-0.70,14597,8425
9.80,0.33,-0.86,23,4852
6.16,5.81,4.96,2485,2335
-1.75,8.56,-4.52,4644,15513
-7.54,-1.92,-6.10,6416,11960
-9.04,-3.85,0.34,7200,8324
-9.85,-0.26,0.31,8017,4667
-9.65,-1.97,-0.30,8559,846
-9.75,-0.60,1.17,8425,13542
-9.71,1.44,0.75,8584,9725
-9.79,0.35,-1.10,8422,5796
-9.85,-0.18,0.03,8056,2040
-9.44,2.07,-2.03,7200,14782
-8.73,-2.92,-3.57,6770,10854
-7.97,-5.03,2.76,6460,7125
-6.61,2.05,6.94,5833,3621
-5.27,8.15,-1.55,5321,16217
-2.12,-1.71,-9.48,4470,12129
3.04,-9.30,-0.25,3190,8569
6.80,-2.15,6.77,2031,5287
8.54,4.41,2.15,1212,1586
9.77,0.84,-0.83,101,14235
8.38,2.99,4.20,14769,11048
3.10,8.77,-3.12,13076,7495
-4.21,-1.96,-8.72,10961,3814
-9.46,-2.61,-0.76,8606,1116
-7.80,4.50,-4.07,6187,14788
-3.42,-5.32,-7.56,4867,10943
-0.73,-9.01,3.75,4253,7408
0.82,1.36,9.68,3784,4009
4.25,8.85,0.00,2762,283
8.10,0.71,-5.53,1437,12772
9.78,-0.76,-0.50,67,9318
7.62,4.09,-4.69,14505,6052
1.60,-6.39,-7.27,12543,2398
-4.72,-8.15,2.73,10777,15736
-9.50,-0.56,2.43,8617,12856
-6.80,-6.02,-3.84,5879,9909
4.67,-8.57,0.62,2660,8253
9.45,2.30,-1.47,15514,6928
-0.77,2.06,-9.61,11969,4929
-9.72,-0.71,-1.52,8406,3610
-4.91,6.30,5.68,5235,2234
7.05,6.47,2.25,1663,1142
7.68,-5.97,1.16,14310,16137
-5.06,-6.86,4.81,10596,15097
-9.26,1.97,-2.80,6950,14279
2.29,4.96,-8.19,3214,14013
9.81,-0.43,0.57,15924,14938
0.41,-9.27,3.12,12186,15930
-9.54,-2.47,-0.27,8606,724
-5.27,4.42,6.97,5390,3003
6.12,-1.17,7.61,2252,4898
9.69,1.42,-1.05,15736,6853
2.10,9.06,3.03,12751,9593
-5.57,-0.50,8.04,10555,12936
-8.16,-5.33,1.26,9568,16290
-9.86,-0.25,-0.01,8003,3285
-7.93,-4.49,3.63,6466,6853
-6.11,-6.38,-4.35,5754,10260
-6.11,3.61,-6.90,5706,14309
-7.81,5.11,3.01,6369,2047
-8.45,-2.04,4.55,6777,5740
-9.52,-2.52,-0.40,7492,9279
-9.81,-0.22,-1.02,7818,13097
-9.84,-0.26,-0.01,8173,542
-7.99,-2.79,-5.08,9915,3600
-2.13,6.38,-7.22,11982,6714
6.70,6.46,3.11,14386,10171
9.83,0.26,0.36,16326,13289
7.43,6.31,-1.39,1864,195
-0.55,5.27,8.25,4329,3285
-9.32,-0.66,3.04,7413,5089
-5.83,4.06,-6.88,10836,6066
7.28,5.33,-3.88,14846,7138
7.14,-5.95,3.08,2289,7562
-5.29,-7.46,3.52,5819,7522
-9.20,2.55,-2.49,9399,6806
1.19,0.77,-9.74,12842,4658
9.80,-0.23,-0.79,16297,3119
3.46,8.09,4.30,3218,1680
-6.89,6.28,-3.25,6074,15514
-9.38,-0.65,2.86,9006,13101
0.31,3.15,9.27,12505,11892
9.55,2.20,1.00,15968,9794
5.62,-7.44,3.01,2743,7506
-5.24,-3.94,7.27,5702,5652
-9.76,-0.81,-1.17,8658,3227
-2.13,-9.27,-2.38,11871,1032
8.67,-4.20,1.83,15183,15708
6.42,3.59,-6.53,2336,13907
-6.49,2.09,-7.18,6010,13455
-8.58,-0.24,4.74,9592,12765
3.43,1.95,8.98,13341,12170
9.28,-1.16,-3.00,951,11523
-1.04,-7.46,-6.29,4553,10360
-9.71,-1.56,-0.38,7921,9257
-3.62,9.09,0.49,11536,8603
7.72,3.42,-5.05,14819,5885
8.57,1.26,4.69,1446,3867
-0.80,8.36,5.01,4310,1706
-7.89,4.21,-4.20,6427,14652
-9.84,-0.14,0.12,8183,11292
-8.28,5.23,-1.05,9702,7961
-7.04,-1.58,-6.77,10185,3841
-7.03,-6.87,0.00,10064,173
-9.39,-1.03,2.67,8764,13230
-8.73,-3.98,-2.29,6760,9759
-1.56,-8.40,4.79,4372,7017
6.82,-0.44,7.06,1902,4546
9.19,-2.68,-2.24,15214,1930
1.07,-9.06,3.54,12403,15661
-8.13,-1.99,5.11,9548,13410
-8.36,-3.23,-4.17,6550,10890
1.70,-9.57,-1.16,3578,8731
9.27,-2.35,2.27,831,6502
6.01,-0.10,-7.78,13780,4229
-5.92,-5.68,-5.45,10335,2278
-9.03,3.35,1.96,6804,1574
2.34,9.23,2.33,3215,912
9.78,-0.95,0.22,15853,16173
-0.49,-8.87,4.08,11754,15554
-9.78,-1.07,0.28,8045,15885
-2.74,9.42,0.20,4425,420
9.07,3.76,0.62,660,758
4.18,-8.81,-0.88,13109,492
-8.06,-5.61,0.47,9297,69
-6.94,6.89,-1.06,5630,16250
5.91,6.88,-3.82,1964,15214
8.47,-3.44,3.60,14583,14463
-2.64,-1.04,9.38,11311,12638
-9.63,1.55,1.31,8502,9889
-6.17,-7.14,2.65,5646,7346
5.82,-5.78,5.36,2231,6418
8.39,3.66,-3.62,14729,6359
-5.02,6.42,-5.56,10706,6651
-9.29,-3.26,1.80,6949,7020
0.69,-6.15,7.59,3622,5956
9.66,0.02,1.87,154,4487
3.36,-5.14,-7.64,12854,2703
-8.19,-5.00,-2.25,9343,1320
-7.28,6.59,0.37,5854,290
4.32,7.04,-5.34,2592,14771
9.79,0.27,0.92,15919,12517
5.63,7.05,3.85,13769,9600
-1.85,6.29,-7.37,11733,5973
-8.55,-2.46,-4.29,9329,2964
-8.80,4.19,1.29,6574,838
-0.57,7.46,-6.40,3901,14514
8.94,0.13,-4.08,818,12245
6.14,4.53,6.20,13775,10863
-6.72,6.53,2.90,10109,9307
-8.53,-4.81,0.90,6580,7793
2.30,-7.74,5.57,3301,6662
9.83,0.18,0.04,16185,5091
0.26,-1.22,-9.76,12180,3918
-9.75,-0.44,-1.37,8325,3884
-3.37,1.12,9.13,4671,3921
8.63,0.84,4.65,993,3910
5.09,-2.89,-7.89,13419,3287
-8.03,-3.00,-4.91,9505,2920
-6.98,3.30,6.03,5837,2907
5.86,4.01,6.80,2172,2916
8.31,-3.19,-4.16,14662,2406
-4.00,-7.92,-4.21,11004,1448
-9.37,2.73,1.22,7090,1184
0.33,9.78,-0.62,3784,16310
9.36,2.02,-2.26,631,14105
7.25,1.86,6.39,14277,11607
-1.48,9.30,2.69,11813,8935
-9.31,2.06,-2.54,8940,6006
-7.99,1.63,5.44,6361,3279
-3.40,9.17,0.68,4815,205
3.12,1.99,-9.11,3102,12822
8.78,-3.55,-2.56,1122,9720
8.06,5.23,-2.04,14751,7264
0.12,-0.03,-9.85,12183,4003
-7.52,-5.78,-2.66,9790,1104
-9.70,1.34,-1.02,7454,14855
-4.16,-1.59,-8.82,4904,11595
6.13,-6.70,-3.66,2043,9307
8.82,4.28,-0.69,15072,7790
-2.51,6.43,-7.05,11363,5952
-9.79,-0.73,0.71,7603,5685
-0.88,-3.29,9.20,4060,5022
9.53,-0.24,2.44,380,4601
3.16,1.39,-9.21,12744,4475
-9.04,-0.05,-4.00,8856,4273
-5.14,-1.99,8.09,5157,4731
7.36,-1.86,6.24,1566,4987
6.95,2.72,-6.41,14027,5162
-6.45,4.76,-5.76,10148,6101
-8.96,-3.99,0.63,6817,7913
1.55,-9.34,-2.45,3471,8967
9.62,-0.79,-1.87,336,11101
6.61,-4.33,5.81,13972,14246
-2.18,-9.56,-0.10,11375,339
-8.83,-2.14,-3.88,9108,3295
-9.05,-2.86,2.49,6854,6528
-3.83,-8.41,-3.30,4926,9494
-0.67,1.16,-9.77,4087,12998
0.03,9.58,1.99,3917,964
1.75,-1.58,9.52,3541,4896
3.59,-9.06,0.75,3086,8294
4.83,-2.55,-8.15,2677,11802
8.21,5.05,-1.97,1389,15762
7.94,2.45,5.25,1576,3398
8.67,-3.75,2.68,1279,7072
7.50,-4.61,-4.29,1850,10516
3.64,4.37,-8.03,3124,14027
-2.22,8.72,3.80,4721,1517
-9.14,0.25,3.57,7281,4117
-6.90,2.97,-6.44,10467,5580
4.72,8.34,-2.12,13804,7922
9.59,-1.66,-1.36,705,10021
0.26,-5.20,-8.33,4098,11167
-9.46,0.24,-2.81,7458,13020
-5.76,-5.83,5.39,10830,14708
7.54,-4.70,4.17,14730,14818
6.73,5.55,-4.54,2249,14827
-6.38,5.70,-4.94,5985,14821
-8.30,-4.09,3.27,9734,14838
4.24,-6.71,5.74,13549,14839
9.14,3.33,-1.53,1029,15482
-1.92,9.60,0.42,4600,470
-9.84,-0.27,-0.01,8206,1242
-1.53,-8.40,-4.85,11927,1663
9.66,-1.41,-1.11,15892,1819
3.35,5.97,7.02,3333,2567
-8.32,1.20,5.05,6824,3670
-7.44,0.20,-6.52,10184,4650
4.97,5.12,-6.77,13873,6103
9.30,-3.12,0.14,1027,8390
0.66,-8.43,-4.93,3998,9931
-9.20,-1.28,-3.37,7236,11855
-5.42,-2.46,7.78,10799,13408
6.64,-5.57,4.57,14197,14994
8.32,5.23,-0.52,1418,98
-2.90,8.38,4.15,4934,1597
-9.79,-0.88,-0.66,8519,2418
-0.55,-6.63,-7.22,12262,2526
9.81,-0.15,-0.75,16265,3196
1.84,3.21,9.09,3662,3552
-9.13,1.98,3.06,7366,2690
-5.34,-7.42,-3.63,11000,1447
7.79,-5.73,-1.61,14845,982
7.13,6.59,-1.52,2096,16047
-4.87,5.28,-6.79,5528,14277
-9.37,-1.32,2.65,9084,13529
-0.12,0.60,9.78,12543,12250
9.07,3.42,1.73,15508,9522
8.99,-2.72,2.89,1219,6138
4.40,3.61,8.01,2907,3072
-1.28,9.58,-1.73,4399,15923
-5.99,-0.96,-7.81,5769,12003
-7.84,-5.91,-0.51,6517,8419
-9.84,-0.29,0.09,8149,5119
-8.86,-3.87,-1.93,9248,1302
-6.89,-4.73,5.12,10187,14242
-4.95,4.37,7.23,10890,10729
-5.33,7.06,-4.37,10860,6614
-4.11,-5.07,-7.38,11199,2460
-1.77,-9.00,3.43,11809,15375
0.30,0.77,9.77,12429,12024
2.35,9.51,0.09,13035,8123
6.01,0.01,-7.77,13992,3972
8.30,-5.15,-0.84,14843,367
9.61,-0.60,2.01,15734,13290
9.74,-1.00,-0.82,325,9436
8.83,-2.64,3.42,1196,5817
4.20,4.16,7.84,2949,2712
0.41,9.24,-3.30,3855,15278
-0.26,-3.88,-9.03,4108,11026
0.11,-9.50,2.35,4061,7390
1.66,-0.35,9.67,3543,4075
6.74,6.88,1.95,1934,623
9.73,0.91,-1.21,190,13443
8.21,3.79,3.89,14758,10302
-0.63,9.53,-2.27,12060,7498
-9.45,0.94,-2.72,8811,5087
-7.02,2.00,6.53,5875,3190
4.70,6.07,6.12,2499,2067
9.10,-3.34,-1.59,15034,1107
-3.06,-8.45,-3.97,11193,1199
-9.85,-0.22,0.05,7913,3094
-3.33,-3.90,8.35,4826,5322
6.47,-7.05,2.07,2146,7561
9.84,0.16,-0.26,16302,10620
6.03,-4.04,6.59,13864,13935
0.44,-9.57,-2.05,12294,700
-6.26,-1.87,-7.42,10304,3781
-9.72,-1.27,0.73,7613,6778
-5.45,-7.32,-3.70,5464,9637
0.60,1.03,-9.77,3759,12813
4.98,8.43,0.62,2569,499
7.27,0.14,6.64,1869,4354
7.27,-6.47,1.11,1927,7949
7.39,-2.25,-6.05,1802,11507
9.09,3.43,-1.51,888,15503
9.60,1.28,1.78,486,2977
9.62,-1.63,1.25,549,6764
9.66,-1.17,-1.41,452,10461
9.65,1.31,-1.40,377,14343
9.82,0.66,0.22,38,1791
9.84,0.18,0.02,16348,5554
9.79,-0.75,-0.42,353,9485
7.42,0.09,-6.44,1919,12709
0.55,9.30,-3.10,3984,16038
-6.78,3.90,5.90,6077,3006
-9.81,0.17,-0.96,8502,5559
-5.93,7.84,0.06,10727,8697
3.21,3.48,8.60,13371,11895
9.61,-1.10,1.85,15910,14454
7.09,6.78,0.73,2119,834
