accel_x,accel_y,accel_z,encoder_a,encoder_b
-2.83,4.10,8.44,5024,3384
-9.36,-1.49,2.58,7484,5793
-7.66,6.15,-0.75,10157,8422
0.38,4.13,8.89,12472,11741
7.07,-4.74,4.91,14385,14850
9.59,2.21,0.49,553,1248
6.03,-0.32,7.76,2423,4778
-2.24,-8.58,4.16,4754,7472
-7.48,-5.08,-3.94,6372,10604
-9.65,0.91,-1.86,7502,14420
-9.77,-1.17,-0.43,8370,1784
-7.80,0.13,-6.09,10035,4840
-1.33,9.41,-2.52,12143,8175
6.77,3.65,6.13,14348,11587
9.72,1.02,-1.25,433,14278
3.37,9.22,-0.17,3217,531
-6.75,3.98,5.87,6064,3066
-9.72,0.29,-1.71,8679,5419
-5.57,8.00,-1.30,10937,8515
3.42,4.19,8.19,13374,11815
9.58,-1.07,2.01,15818,14481
7.23,6.65,0.55,2016,901
-1.72,3.27,9.06,4628,3843
-9.36,-1.36,2.64,7497,5767
-6.07,6.76,-3.81,10764,7443
6.54,7.09,1.73,14360,9472
8.58,-2.94,-3.74,1422,10988
-2.25,-1.33,-9.50,4717,12512
-9.77,0.72,-0.99,7804,14882
-7.32,-6.36,-1.69,10131,1438
-1.54,-1.48,-9.61,11950,4473
3.94,8.73,-2.19,13452,8356
9.15,1.92,3.08,15437,11795
9.07,2.41,-2.98,1020,14604
1.36,9.49,1.99,3750,1272
-7.92,2.64,5.13,6495,3458
-8.48,0.94,-4.99,9656,5333
-1.04,8.92,-3.99,12195,7910
9.38,2.54,1.53,15652,10479
4.91,-6.20,-5.77,2876,10712
-7.60,-4.66,-4.22,6478,10777
-7.31,3.67,5.40,10217,11299
6.09,4.62,6.18,14152,11298
8.06,-3.03,-4.70,1668,11295
-4.37,-5.21,-7.13,5318,11273
-9.40,0.76,2.75,8973,12053
1.48,-0.41,9.68,12705,13047
9.81,0.33,-0.71,500,12992
0.39,-0.49,-9.83,4256,12763
-9.71,-0.32,-1.73,7781,12747
-3.52,2.46,8.80,11444,12146
8.83,2.79,3.36,15451,11056
6.29,-7.40,-1.15,2537,9046
-4.34,-7.44,4.66,5498,7140
-9.78,0.03,-1.16,8637,5133
-1.16,-4.74,-8.53,12187,3360
9.74,-0.71,-1.17,16156,2894
2.89,5.79,7.38,3575,2979
-8.90,2.52,3.31,7215,2824
-5.87,-7.46,-2.59,10843,1383
6.18,-7.28,2.06,14197,16094
9.32,1.66,-2.66,930,13899
0.53,-4.35,-8.78,4102,11494
-8.97,-3.61,-1.91,7224,9937
-7.49,6.09,-1.94,10231,7828
3.42,2.59,-8.85,13443,5241
9.82,0.47,0.38,238,3267
4.01,8.61,2.38,2990,1114
-5.77,5.57,-5.76,5794,14622
-9.82,-0.09,0.65,8390,12081
-4.87,7.50,3.96,11112,9751
6.19,6.59,-3.85,14284,7095
9.64,0.29,1.93,574,4330
6.53,6.98,2.21,2138,1100
0.74,4.60,-8.69,3883,13808
-6.38,-5.23,-5.40,5977,10619
-9.55,-2.26,0.78,7534,7485
-9.75,-0.60,-1.49,8550,3750
-9.27,-3.32,0.21,9026,16370
-9.20,-0.59,3.36,8974,12735
-9.73,-1.47,-0.35,7700,9007
-8.38,-2.38,4.51,6655,5461
-7.31,5.25,3.90,6122,1826
-3.25,6.45,-6.72,4749,14483
3.71,-5.21,-7.42,2993,10852
6.99,-6.41,2.47,2021,7430
9.46,0.51,2.70,616,4042
7.81,-5.74,-1.45,14483,884
1.72,-5.80,7.71,12639,14231
-3.74,4.75,7.71,11185,10919
-8.97,3.84,-1.46,9133,7420
-8.67,-0.76,4.53,6688,4553
-2.52,7.58,5.64,4544,1810
5.16,6.71,-5.02,2426,14825
9.77,0.06,-0.99,101,11779
7.67,6.10,0.73,14528,8705
1.14,3.31,-9.20,12554,5121
-5.64,-6.64,-4.59,10555,1794
-8.55,-3.93,2.78,9376,14903
-9.84,-0.21,-0.01,7946,11459
-6.92,-6.97,0.41,5954,8060
0.08,-3.86,9.02,3958,5193
6.46,5.50,4.98,2052,2038
9.70,1.43,-0.87,257,14805
6.88,0.88,6.96,14140,12170
-4.44,6.58,5.73,10957,10169
-9.83,0.61,-0.41,8275,7147
-8.80,0.52,4.31,6849,3756
-7.36,6.50,-0.01,6088,107
-3.91,1.31,-8.98,4921,12619
1.78,-9.14,-2.96,3546,8959
7.37,-4.30,4.84,1758,6031
9.83,-0.06,-0.56,16093,2757
8.93,-3.79,1.51,15027,15276
4.26,0.04,8.86,13241,12188
-2.65,9.07,2.56,11510,8712
-8.27,2.05,-5.02,9497,5067
-9.35,1.53,2.57,7083,2436
-4.98,8.24,-1.95,5191,15657
3.69,0.85,-9.07,2862,12405
9.73,-0.87,-1.15,155,9954
5.08,8.29,-1.29,13465,7647
-6.13,2.99,-7.16,10279,5003
-9.83,-0.01,0.35,7762,2440
-7.66,6.04,-1.30,6040,15663
0.92,1.89,-9.63,3521,12623
8.98,-2.50,-3.06,886,10199
8.47,4.83,-1.18,14839,7410
2.25,-0.33,-9.57,12806,3793
-0.90,-9.68,-1.16,11926,155
-1.39,-4.24,8.72,11837,13167
-2.94,7.65,5.36,11528,9437
-2.94,4.93,-8.03,11527,5191
-0.79,-8.26,-5.24,11978,1195
-3.32,-6.97,6.01,11284,14258
-6.29,3.41,6.70,10426,10738
-8.37,4.70,-2.33,9575,6747
-9.53,-1.12,-2.34,8701,2911
-8.76,4.41,0.55,6663,124
1.82,8.29,-4.94,3334,14856
9.84,0.03,0.36,16040,13824
0.95,-3.11,9.26,12199,13004
-9.52,-0.47,2.36,8506,12297
-5.13,-6.15,-5.77,5257,9933
6.82,-6.60,-2.46,1897,8839
8.95,3.58,-1.95,15112,6653
-1.86,1.50,-9.58,11629,4335
-9.80,-0.48,-0.81,8158,3225
-3.19,5.34,7.56,4719,2286
8.53,4.45,2.14,1123,1074
5.35,-7.52,-3.26,13579,953
-7.34,-6.04,-2.58,9731,1001
-7.63,5.32,3.12,6025,1271
5.21,6.39,5.33,2330,1749
8.79,-3.18,-2.97,14868,1777
-4.09,-6.84,-5.78,10913,1767
-9.59,0.71,2.06,7307,2970
0.59,0.03,9.79,3744,4052
9.76,-0.16,1.25,171,4769
1.98,5.56,-7.89,12722,5634
-9.37,2.54,-1.68,8883,6697
-4.47,-8.00,3.47,5218,6997
7.22,-5.33,3.94,1730,6369
7.08,5.37,-4.21,14188,6337
-6.84,5.47,-4.56,10112,6316
-8.01,-4.46,3.51,6368,6284
3.77,-5.35,7.31,2928,5647
9.49,0.98,-2.43,15525,4816
-2.39,3.06,-9.07,11544,4869
-9.76,-0.81,0.91,7702,5474
-0.92,-8.30,5.11,4259,6655
9.42,-2.67,0.84,713,7296
4.45,8.39,2.51,13331,8955
-7.84,3.39,4.79,9660,10604
-7.29,-3.76,-5.49,5837,10689
4.93,-2.32,-8.16,2350,11557
8.95,-0.11,4.09,14865,12557
-3.48,-3.01,8.65,10976,13078
-9.66,0.31,-1.92,7285,12869
0.62,1.64,-9.69,3588,12588
9.79,0.08,-1.03,16354,11608
1.34,2.34,9.44,12398,11595
-9.38,1.68,2.41,8589,10379
-4.40,-6.90,-5.45,4923,9835
7.31,-3.51,-5.53,1574,10809
7.66,-0.22,6.17,14226,12486
-5.02,-4.14,7.32,10522,13543
-9.38,2.04,-2.30,6958,14262
1.07,9.51,-2.22,3441,15802
9.84,0.19,-0.02,16048,122
0.68,-9.71,-0.99,12157,213
-9.63,-1.97,-0.68,8400,984
-3.95,5.19,7.29,4902,2510
7.53,0.87,6.26,1485,3791
6.87,0.11,-7.02,13985,4065
-6.67,1.91,-7.05,10050,4832
-8.20,-2.69,4.66,6351,5398
3.70,-6.18,6.64,2853,6005
9.49,1.86,-1.82,15445,6003
-2.67,7.48,-5.83,11381,6502
-9.73,-1.37,0.44,7571,7153
-1.36,-9.64,-1.17,4302,8514
8.41,-3.19,-3.93,1253,10436
7.53,-0.93,6.24,14244,12961
-1.20,-8.88,3.95,11740,15441
-8.73,-3.69,-2.74,9185,1923
-9.23,-1.43,3.01,7106,5304
-5.19,-8.31,-0.65,5443,8553
-2.04,-2.23,-9.38,4496,11892
1.21,9.40,-2.57,3609,15921
2.76,2.27,9.14,3274,3686
2.99,-7.95,4.84,3319,7022
-1.02,-6.99,-6.81,4371,10345
-6.75,3.84,-6.14,5954,13966
-9.31,2.79,1.38,7280,1441
-9.61,-0.11,-2.26,8760,4489
-6.35,7.36,-1.55,10583,7904
2.66,4.74,8.17,13097,11166
9.32,-1.47,2.76,15558,14006
8.88,4.21,0.63,1105,667
3.40,0.86,9.18,3182,4087
-5.59,-6.44,4.85,5670,6657
-9.85,-0.10,0.02,8292,9123
-4.04,2.85,8.45,11279,11752
6.63,-3.73,6.19,14287,14044
9.15,3.59,-0.68,1006,16139
2.10,5.53,7.82,3568,2797
-6.94,-2.56,6.42,6173,5275
-9.21,3.05,-1.77,9225,7133
0.51,9.17,3.38,12548,9377
9.69,0.98,1.40,15983,11409
5.66,2.54,-7.63,2447,13305
-6.42,6.76,-3.24,5839,15504
-9.38,-2.79,-1.12,8893,1339
-1.53,-5.74,-7.82,12153,2831
9.30,0.38,-3.16,15833,4655
5.89,-5.99,5.05,2671,6758
-3.83,-8.88,-1.67,5320,9047
-9.79,-0.64,-1.02,8038,11668
-4.00,-3.91,8.03,11340,13824
8.09,-4.59,3.14,14923,15267
7.11,6.79,0.41,2070,573
-4.50,6.79,5.45,5544,2097
-9.32,-2.44,-2.12,9261,2258
1.82,-9.01,-3.33,13035,1145
9.76,1.23,0.28,498,986
0.54,9.63,-1.84,4072,16071
-9.51,1.79,-1.95,7582,14508
-5.75,-2.27,7.59,10756,13072
5.12,4.84,6.86,13864,10805
9.83,0.63,-0.21,16351,7510
7.10,-0.54,6.78,2058,4429
1.81,8.72,4.06,3558,1189
-4.04,5.33,-7.26,5274,13851
-8.80,-2.84,-3.44,6993,10468
-9.84,-0.02,-0.11,8290,7131
-8.25,-1.41,-5.27,9768,3421
-5.10,-8.38,0.28,10907,16260
-0.38,-2.85,9.37,12222,13031
4.24,7.99,3.78,13553,9253
8.00,3.17,-4.80,14840,5509
9.82,0.53,0.29,82,2161
8.95,3.58,-2.02,993,14931
7.71,-2.35,-5.60,1798,10951
4.83,-8.24,2.14,2782,7347
4.39,0.29,8.79,2855,3879
3.91,8.96,0.73,2908,47
4.13,0.50,-8.90,2893,12210
5.06,-8.27,-1.33,2636,8426
7.45,-2.44,5.93,1812,5025
9.34,2.69,1.60,655,1418
9.40,-1.95,2.14,15427,14263
5.61,3.60,7.21,13786,11030
2.68,8.91,-3.12,13036,7183
2.10,-3.37,-8.98,12826,2889
2.52,-9.30,1.67,12845,15708
-0.24,-1.47,9.69,12047,12512
-7.24,5.83,3.12,10065,9192
-9.69,0.83,-1.61,8564,5397
-9.54,1.52,1.73,7374,1851
-8.04,4.68,-3.26,6337,14654
-2.80,-4.05,-8.54,4714,10940
3.28,-9.17,0.89,3133,7764
9.34,-1.21,2.84,742,5122
6.95,-3.79,-5.80,14064,2291
-3.62,-9.09,-0.57,11075,16314
-9.67,-1.27,1.22,8389,13903
-6.80,-3.29,-6.37,5882,10824
-2.26,-9.31,2.00,4622,7361
3.52,-1.61,9.03,3034,4350
6.73,6.75,2.39,2004,681
9.11,1.82,-3.26,856,13214
8.68,3.16,3.41,15019,10296
0.68,9.65,-1.61,12458,7559
-6.67,0.75,-7.06,10191,4100
-9.83,-0.48,-0.15,8047,1142
-6.55,6.37,-3.69,5676,14540
-0.92,-4.14,-8.88,4146,10632
6.09,-7.65,0.27,2162,7664
9.65,-0.49,1.82,287,4543
8.27,-4.41,-2.96,14606,1043
0.33,-8.60,4.64,12121,14743
-8.60,-1.16,4.55,9192,12507
-8.12,-4.26,-3.67,6380,9684
-0.99,-8.86,3.98,4253,6691
4.37,0.02,8.80,2694,3613
9.69,1.70,0.64,106,680
4.18,-8.26,3.15,13049,15107
-7.53,-4.06,4.76,9599,13842
-7.77,1.17,-6.01,6027,12623
4.77,-1.33,-8.48,2450,11592
9.32,2.02,2.45,15255,10440
-2.20,7.68,5.65,11497,9476
-9.85,-0.33,-0.02,7875,7796
-3.00,-7.06,6.11,4713,5958
7.82,-2.02,5.58,1371,4662
7.62,-2.30,-5.76,14264,2602
-4.39,-7.91,-3.83,10752,882
-9.66,1.88,0.08,7270,16183
-1.90,6.99,-6.67,4299,13920
6.60,-2.90,-6.65,2008,10664
9.83,-0.35,-0.10,16343,7738
6.37,2.74,-6.97,14006,4563
-0.65,-8.16,-5.43,11995,1092
-7.26,-5.88,2.98,9902,14744
-9.67,-0.22,-1.92,7483,11870
-4.92,-7.93,-3.12,5275,8632
3.44,-7.22,5.65,3041,5950
9.41,0.68,2.81,520,3230
6.44,-6.90,-2.64,13865,486
-5.75,-7.75,1.75,10350,15418
-9.03,3.35,-2.05,6781,14577
1.60,2.37,-9.42,3425,12518
9.52,-1.11,-2.15,496,10295
8.89,4.11,-0.94,15186,7163
3.54,-0.76,-9.14,13182,3408
1.06,-9.66,-1.10,12471,16127
0.12,-3.90,9.00,12266,12802
-1.41,8.17,5.18,11931,9077
-1.15,4.57,-8.68,12003,4777
-0.99,-8.60,-4.58,11948,765
-1.40,-6.77,6.93,11822,13797
-1.70,5.34,8.04,11816,10238
-3.91,7.56,-4.98,11263,6161
-4.33,-5.41,-7.00,11057,1928
-1.39,-8.95,3.68,11853,14908
-0.24,1.21,9.72,12197,11511
2.74,9.41,0.30,13092,7657
5.09,-0.24,-8.40,13737,3372
6.76,-7.04,-0.76,14199,16091
6.25,-2.58,7.12,13966,12694
3.40,7.82,4.84,13138,9107
-1.91,5.61,-7.89,11769,5160
-4.98,-6.73,-5.20,10824,1215
-5.92,-6.31,4.62,10467,14195
-6.82,2.95,6.38,10241,10585
-6.84,6.46,-2.91,10294,6608
-6.58,-3.10,-6.69,10321,2175
-6.02,-7.56,1.73,10445,15004
-8.52,-0.49,4.84,9305,11668
-9.76,-1.38,-0.35,7529,8165
-4.82,-5.87,6.19,5150,5398
5.18,1.04,8.29,2353,3183
9.76,-1.03,-0.70,15660,673
1.40,-9.17,3.06,12323,15005
-9.09,-2.64,2.62,8866,13709
-6.05,-0.08,-7.83,5482,11702
5.70,-4.05,-6.58,2108,10311
8.85,3.66,2.26,14854,9250
-3.50,8.75,2.68,11062,8278
-9.76,-1.25,0.37,7526,6673
-2.12,-4.89,8.22,4356,4938
9.17,-1.18,3.35,675,4602
3.88,0.66,-9.00,13069,3730
-8.78,-0.22,-4.54,9130,3614
-5.94,-0.10,7.79,5512,3583
6.48,1.16,7.30,1981,3182
7.79,-2.71,-5.31,14432,2311
-5.26,-4.21,-7.20,10456,2273
-8.52,2.15,4.36,6535,2328
5.20,-5.05,-6.60,13464,1788
-1.86,-6.72,-6.92,11461,1619
-7.85,-3.95,-4.51,9604,1823
-8.74,1.29,4.26,6660,2798
0.30,-0.04,9.81,3802,3618
9.13,-0.32,3.64,778,4048
4.71,4.21,-7.54,13437,4934
-8.18,4.42,-3.32,9582,6091
-8.12,-5.54,-0.43,6317,7996
3.49,-8.30,-3.85,2894,8878
9.75,0.96,1.01,15722,10574
-0.27,1.14,9.74,11978,11601
-9.73,-0.61,1.33,8264,12665
-4.09,5.92,-6.78,4868,13764
8.09,5.15,-2.13,1261,14919
6.24,-7.44,1.17,13829,15576
-5.27,-7.68,-3.19,10467,655
-8.63,2.74,3.77,6620,1935
3.34,2.49,8.89,3025,2962
9.82,0.20,-0.49,16006,3620
-0.32,0.26,-9.85,12006,3725
-9.79,0.30,-1.03,8237,4960
-2.32,-7.31,6.11,4530,5993
8.01,-5.61,0.72,1498,7422
7.96,4.45,3.71,14610,9707
-3.68,-0.63,9.06,11123,12080
-9.53,-2.02,1.32,8628,14344
-6.17,7.57,1.08,5550,111
2.11,1.68,9.44,3355,3373
9.16,-2.45,2.57,839,5850
9.35,2.86,1.22,15455,9143
7.05,-2.28,6.44,14213,12985
2.87,-9.28,-1.08,12912,41
-2.30,-2.37,-9.29,11617,3181
-7.31,6.34,-1.80,10057,7233
-9.47,0.98,2.40,8787,10765
-9.50,1.87,-1.95,7280,14120
-7.26,5.29,3.93,6036,1464
-0.17,-3.18,9.27,4004,4727
8.16,-5.17,1.72,1308,7221
8.18,4.59,2.95,14520,9637
-0.95,-1.31,9.67,11738,12500
-8.90,-3.65,2.03,9005,14851
-8.34,4.45,2.71,6387,1303
1.06,-0.20,9.76,3597,3977
9.26,-2.31,2.38,726,6014
7.65,5.94,1.75,14462,8867
1.08,-0.85,9.71,12412,12391
-3.61,-8.74,2.61,11132,15608
-7.50,-3.71,-5.24,9877,2594
-9.71,1.23,-1.13,8471,6544
-9.81,-0.73,-0.49,7792,10129
-9.47,1.47,-2.42,7248,13882
-9.43,2.30,1.53,7287,1438
-9.60,-1.09,1.84,7557,5194
-9.83,-0.56,-0.11,8021,8868
-9.56,-0.61,2.21,8732,12720
-8.53,-4.90,-0.08,9431,8
-7.92,-1.63,-5.69,9806,3561
-6.66,6.93,-2.13,10433,7537
-1.13,3.66,9.01,12070,11341
6.64,-5.02,5.21,14249,14329
9.84,0.36,0.01,63,905
6.20,-0.28,7.61,2365,4272
0.70,-9.39,2.67,3976,7435
-5.66,-5.33,-6.07,5711,10417
-9.83,-0.29,0.12,8235,13504
-3.60,-8.76,2.50,11346,15570
8.11,-5.43,-0.92,14985,350
7.27,4.41,4.95,2088,2328
-3.58,-1.19,9.05,5226,4387
-9.83,0.17,-0.64,8522,5493
-1.22,7.40,-6.40,12234,6317
9.73,1.36,-0.39,16209,7434
4.25,-8.13,-3.38,3069,9129
-6.69,-3.19,-6.55,6093,11133
-9.18,-1.92,2.92,9157,13637
0.03,-9.44,2.56,12294,15679
9.07,-2.96,-2.34,15322,1644
7.91,-0.69,5.78,1827,4578
-3.22,-6.35,6.73,5152,5977
-9.73,0.97,-1.27,8775,5986
0.39,6.39,-7.49,12642,5847
9.82,-0.28,0.51,328,5862
0.82,-6.41,7.36,4015,5868
-9.55,-1.65,1.67,7626,5845
-3.66,5.78,-7.12,11451,5811
9.09,2.58,-2.75,15467,5901
4.76,-7.03,4.91,2856,6533
-7.24,-5.74,3.28,6409,6761
-7.91,5.79,-0.95,10064,7716
5.49,8.14,-0.02,14061,8117
8.40,-5.01,0.79,1602,7623
-3.47,-8.78,2.64,5154,7266
-9.66,1.73,-0.94,8809,6955
1.06,8.83,-4.19,12738,6953
9.76,-1.07,0.52,421,6967
0.24,-8.93,3.99,4096,6989
-9.67,-1.73,0.66,7704,7005
-3.57,9.00,-1.69,11581,7780
8.64,4.42,1.64,15427,9321
6.38,-4.95,-5.53,2529,10391
-4.68,-0.11,-8.70,5560,12415
-9.60,-1.59,1.40,8939,14270
-0.54,-9.44,2.47,12339,15784
9.55,-2.17,-0.83,15879,964
5.24,2.76,7.84,2809,3363
-4.38,-4.94,7.24,5447,5735
-9.71,-1.69,-0.00,7906,8274
-3.83,6.85,5.84,11459,10086
8.49,2.30,4.40,15323,11160
5.59,-3.25,-7.37,2785,11117
-7.15,-2.97,-6.14,6421,11140
-7.79,2.31,5.49,10143,11156
5.42,3.55,7.38,14079,11155
8.43,-1.84,-4.68,1616,11144
-3.78,-3.82,-8.27,5267,11149
-9.51,0.42,2.43,8990,11726
0.76,-2.80,9.37,12611,13124
9.84,0.15,0.22,36,13774
1.67,7.05,-6.68,3686,14448
-8.70,4.59,-0.08,7006,151
-7.79,-4.57,-3.96,10030,2044
3.52,-2.41,-8.84,13494,3527
9.65,-0.73,1.69,689,5528
3.20,-9.20,0.73,3408,8116
-5.04,-4.93,-6.91,5566,10871
-9.83,-0.20,-0.04,8235,13818
-5.57,-8.09,-0.24,10766,227
5.18,-5.84,-5.91,13845,2159
9.20,0.24,3.49,1035,4206
0.59,-6.97,6.84,4122,6355
-8.09,-5.57,-0.69,6730,8716
-8.13,2.77,4.74,9913,11041
3.10,-2.33,9.01,13267,13120
9.75,1.08,-0.81,397,14505
1.75,9.63,0.00,3655,199
-8.99,3.23,2.27,7096,1668
-5.62,-6.28,-5.10,10776,1904
7.42,-3.34,-5.48,14584,2758
7.60,-0.48,6.21,1853,4540
-2.89,-6.15,7.05,5079,6030
-9.78,0.85,-0.84,8685,6628
0.04,8.01,-5.72,12574,6666
9.83,-0.16,0.19,265,6686
1.35,-7.89,5.65,3894,6639
-9.25,-2.36,2.30,7381,6063
-4.96,1.90,-8.34,11052,4736
8.09,-1.00,-5.47,14896,3573
7.03,3.98,5.60,2039,2575
-5.28,7.01,4.38,5521,1485
-9.38,-2.98,0.39,8920,16070
0.48,-8.33,5.10,12515,14996
9.80,-0.31,0.89,16230,13869
1.93,3.43,-9.02,3653,13277
-9.36,0.92,-3.03,7368,13284
-4.67,-3.00,8.06,11052,13247
7.77,1.23,5.90,14728,11864
7.12,-4.69,-4.83,2051,10214
-4.87,-7.98,-3.05,5482,9181
-9.20,3.23,1.29,9376,9183
2.74,8.66,3.65,13317,9302
9.65,-1.59,-0.97,869,9384
-0.28,-8.03,-5.63,4481,9843
-9.76,-1.16,-0.66,8116,9819
-2.58,7.58,5.63,11939,9940
9.43,1.95,2.03,15907,10603
3.85,-5.47,-7.16,3286,10601
-8.37,-3.34,-4.03,6920,10619
-6.46,1.51,7.19,10615,11863
6.61,-1.36,7.12,14368,13001
8.11,2.58,-4.93,1687,13511
-4.61,3.68,-7.94,5422,13515
-9.44,-2.12,1.67,9100,14677
1.25,-7.89,5.65,12860,14849
9.80,0.85,-0.41,424,14857
0.62,6.86,-7.04,4060,14290
-9.69,0.88,-1.57,7822,13950
-3.27,-5.37,7.52,11566,13963
9.02,-1.99,3.37,15447,13862
4.77,1.39,-8.47,2888,12717
-7.54,-1.82,-6.14,6440,11651
-8.26,3.06,4.31,9803,10582
2.90,8.56,3.80,13411,9211
9.74,-1.38,0.33,668,7411
1.46,-5.97,7.63,3921,5704
-7.56,1.56,6.05,6407,3205
-9.69,-1.81,0.01,8644,16185
-5.91,-3.19,7.13,10684,13231
2.35,5.77,7.57,13036,10446
9.62,2.08,-0.48,15962,7522
5.26,-4.33,7.07,2746,5496
-4.94,0.87,8.42,5564,3604
-9.79,1.12,0.15,7792,155
-8.53,-2.24,4.30,9538,13196
-6.51,5.68,4.62,10389,9655
-6.32,4.94,-5.76,10474,5719
-6.44,-5.70,-4.83,10357,1670
-5.50,-6.67,4.62,10622,14590
-6.36,2.83,6.88,10388,11029
-8.21,4.95,-2.33,9709,6839
-8.90,-1.42,-4.03,9262,3021
-9.08,-3.76,0.47,9071,15747
-9.85,-0.24,0.09,8059,12175
-9.46,-2.74,-0.33,7300,8148
-6.29,-3.30,6.75,5732,4952
0.55,5.60,8.02,3752,2262
7.73,5.86,-1.70,1509,15384
8.45,-1.06,4.91,14763,12739
-2.11,3.61,8.86,11608,11065
-9.52,2.53,0.23,8785,8191
-6.81,-4.49,5.42,5983,5655
1.55,2.02,9.48,3504,3261
8.79,4.34,0.92,990,257
8.38,-3.01,4.13,14695,13779
-0.74,1.90,9.60,11919,11543
-9.66,1.47,1.17,8541,9488
-5.10,-7.87,2.88,5356,6963
5.24,-4.10,7.21,2533,5208
9.12,0.03,-3.69,15252,3741
-2.88,-5.06,-7.94,11401,2417
-9.76,0.59,1.10,7479,2259
-0.66,5.68,7.96,3821,2287
9.64,1.32,1.47,58,2286
2.39,-5.48,-7.78,12543,2322
-9.33,-1.50,-2.83,8562,2971
-5.04,0.40,8.40,5118,3758
7.48,-0.44,6.36,1531,4190
7.29,2.43,-6.14,14164,4841
-6.51,2.75,-6.93,10137,4993
-8.21,-2.97,4.47,6378,5362
3.97,-6.03,6.63,2802,5839
9.46,2.01,-1.83,15447,6023
-1.49,9.40,-2.41,11591,7460
-9.81,0.70,0.30,8070,8967
-4.54,-4.94,-7.22,5044,10728
5.39,2.84,-7.71,2301,13220
9.81,0.59,-0.02,16275,66
6.86,-2.87,-6.39,14127,2989
-2.82,5.33,-7.82,11359,5684
-8.71,4.19,1.70,9322,9218
-9.57,-0.27,-2.41,7324,12245
-6.16,7.27,-2.49,5599,15600
-1.93,4.10,8.68,4358,3133
3.51,-7.00,5.89,3060,6519
5.58,-6.52,-4.71,2484,9928
6.82,3.48,-6.17,1950,13754
8.53,4.45,2.06,1216,1388
9.14,-1.07,3.48,951,5154
9.80,-0.90,-0.30,164,8745
9.78,0.35,-1.13,215,12544
9.73,1.47,-0.07,272,57
9.57,0.56,2.25,596,3847
7.25,-6.23,2.16,1962,7407
4.81,-5.17,-6.78,2802,10787
-0.24,7.34,-6.58,4110,14619
-6.02,6.45,4.24,5819,1729
-9.83,-0.25,0.35,8152,4363
-5.40,6.61,-4.94,10983,6666
6.06,7.27,2.62,14165,9326
9.71,-0.04,-1.61,457,11890
4.90,6.81,-5.15,2690,14864
-1.90,7.06,6.51,4535,2128
-7.88,-2.32,5.38,6500,5223
-9.47,2.63,-0.87,9094,7652
-2.30,6.77,6.70,11883,10480
8.58,0.21,4.80,15171,12504
6.67,3.80,-6.17,2230,13845
-5.92,6.29,-4.79,5799,14818
-8.59,-4.21,2.21,9538,15233
3.39,-7.89,4.68,13258,15101
9.58,1.37,-1.79,592,13772
1.34,-3.07,-9.24,3739,11440
-7.56,-6.03,-1.82,6379,8993
-9.84,0.05,-0.52,8311,6024
-4.78,-3.38,-7.95,11061,3016
4.24,-8.79,-0.71,13470,141
8.90,-1.79,3.76,15236,13499
9.77,-0.70,-0.87,341,9800
8.70,-3.36,3.10,1315,6193
6.30,3.72,6.58,2255,2735
0.97,9.37,-2.79,3736,15546
-0.83,-3.34,-9.22,4366,11117
-4.52,-8.67,0.66,5364,7741
-6.14,-1.25,7.54,5786,4250
-4.39,8.13,3.27,5011,628
-0.23,4.12,-8.96,3888,12994
5.36,-6.65,-4.77,2394,9452
9.83,-0.11,0.03,16169,7003
4.43,1.10,-8.70,13308,4084
-1.54,-9.11,-3.28,11673,639
-7.56,-4.61,4.19,9694,14164
-8.95,-0.85,-4.12,6727,11623
0.88,-8.16,-5.37,3642,9483
9.51,-2.43,0.11,477,7823
5.12,5.82,-6.03,13409,5759
-7.27,0.65,-6.67,9755,4265
-8.14,0.80,5.41,6215,3536
4.24,1.72,8.69,2590,3514
9.29,-1.30,-2.93,15166,2573
-1.78,-8.80,-3.92,11491,987
-9.84,0.16,0.17,7743,908
-1.50,9.68,0.32,4137,16379
9.47,2.66,0.11,387,63
3.60,-8.55,-3.10,13008,834
-8.26,-3.74,-3.90,9432,2157
-7.22,0.52,6.59,5874,3849
3.93,-4.85,7.56,2782,5643
9.84,0.35,-0.12,16032,7561
1.23,8.58,4.53,12388,9531
-8.85,1.22,4.06,9090,11431
-6.74,0.54,-7.22,5777,12600
1.96,9.06,-3.21,3296,15575
9.68,1.56,0.85,218,1574
4.63,-2.42,-8.30,13390,3354
-7.82,1.61,-5.84,9716,4870
-8.08,-4.43,3.36,6283,6491
3.83,-8.37,3.30,2805,7177
9.83,0.69,0.05,15987,9179
1.58,3.58,8.99,12486,11394
-8.44,-1.95,4.62,9323,13315
-9.02,3.87,-1.00,6778,15877
-3.33,4.26,8.17,4847,2996
-1.45,-7.78,5.78,4460,6628
-2.43,-7.54,-5.81,4713,10025
-4.77,4.33,-7.50,5281,13823
-7.61,5.33,3.12,6288,1473
-9.01,-1.26,3.69,7031,5069
-9.39,-2.96,-0.37,7355,8759
-9.81,-0.20,0.67,8317,12477
-9.57,-2.27,0.27,8685,16291
-8.67,-1.86,-4.34,9403,3387
-5.84,6.78,-4.18,10709,7007
-2.55,4.64,8.24,11602,11174
1.34,-7.36,6.32,12585,14747
4.66,-7.30,-4.55,13530,1646
8.37,1.85,-4.83,14952,5171
9.77,-1.09,-0.28,358,8834
7.90,-0.62,-5.80,1714,12186
1.85,8.69,-4.19,3567,15535
