accel_x,accel_y,accel_z,encoder_a,encoder_b
6.82,-4.61,-5.61,2247,11227
-5.33,-3.51,-7.38,5814,11908
-8.63,1.02,3.98,9510,12444
3.48,1.10,9.13,13357,12847
9.60,0.08,-3.14,952,12780
-0.81,-5.85,-7.83,4474,11289
-9.15,-2.71,-0.66,7506,9407
-7.03,5.15,-4.45,10219,7009
2.11,-3.07,-9.19,12866,3890
9.99,-1.03,-0.86,16015,2048
5.55,7.86,-3.03,2569,16131
-5.16,2.60,-8.00,5654,13744
-9.53,0.44,0.87,8550,11593
-3.70,8.81,2.04,11371,9397
5.69,4.51,-7.02,13943,6113
9.94,-0.84,-1.48,15897,2812
8.74,4.79,-1.82,1320,16033
3.81,-1.21,-9.14,3097,12454
-1.79,-9.42,-0.95,4642,9009
-5.66,-3.00,7.07,5744,5714
-7.24,5.55,3.18,6206,2002
-7.55,3.29,-5.27,6321,14393
-7.59,-4.63,-3.75,6433,10392
-8.25,-3.66,3.02,6774,6784
-9.17,1.47,2.36,7440,2933
-9.59,0.47,-0.38,7989,15490
-8.96,0.76,3.23,9167,11988
-6.48,7.26,-0.36,10432,8419
-0.12,1.28,-9.87,12401,4771
8.40,-4.34,-3.18,14937,2000
8.47,5.40,-1.18,1584,16279
-1.98,4.70,-8.54,4741,14020
-9.37,-0.54,-2.13,7781,12137
-5.60,6.10,4.98,10884,10356
5.60,8.16,-1.90,14015,7896
9.80,0.26,-2.46,15834,4289
9.11,4.18,1.19,1226,1179
2.60,6.34,-7.34,3548,14447
-6.74,-2.34,-6.64,6208,11729
-9.47,1.55,0.29,8668,9132
-4.62,5.13,-7.08,11084,6075
5.54,-3.69,-7.40,13901,3253
9.73,2.50,0.95,733,1608
3.47,8.02,-4.94,3290,15138
-3.82,-2.87,-8.57,5303,11645
-8.93,-3.40,-0.50,7264,8728
-9.56,0.15,-1.00,8452,5097
-8.68,-3.75,-1.66,9277,1307
-6.10,-4.60,5.69,10402,14306
-1.98,5.43,7.82,11723,10989
0.10,8.27,-5.60,12343,6860
4.74,-4.47,-7.50,13540,2909
9.16,-3.89,0.81,15199,16141
9.86,0.77,-2.09,603,12896
4.47,-7.53,-4.52,3032,9696
0.02,-7.06,6.58,4163,6385
-3.15,4.70,7.87,4914,2869
-4.24,7.89,-4.13,5197,15286
-5.02,-3.88,-7.42,5468,11170
-3.16,-8.62,2.75,4955,7530
-0.47,0.63,9.68,4175,4163
5.51,8.21,1.78,2435,829
9.67,1.59,-2.55,591,13680
8.86,3.47,3.29,14980,10598
4.39,8.06,-4.11,13357,7010
-2.34,-3.32,-8.96,11441,3253
-6.59,-6.92,0.26,10059,16367
-9.58,0.17,-0.69,7778,13564
-5.32,-5.81,-5.65,5484,10289
3.41,-8.85,2.20,3100,7715
10.06,-0.04,0.57,22,5604
1.55,0.12,-9.85,12504,4339
-8.56,-2.92,-3.32,9205,2427
-6.76,6.70,1.85,5934,979
3.98,8.45,-3.72,2763,15439
10.06,0.02,0.72,15868,13606
2.45,2.95,9.04,12654,11681
-8.90,2.65,2.44,8961,10347
-4.71,-6.99,-4.77,5272,9877
7.87,-5.54,-2.55,1644,9418
6.81,6.23,3.91,14064,10007
-6.67,4.55,5.24,10127,10676
-8.35,-1.87,-4.52,6692,11572
1.78,2.87,-9.42,3523,13289
10.08,0.45,-0.16,16096,14845
1.57,-8.35,4.62,12169,15335
-9.03,-3.16,0.21,8595,163
-4.92,7.82,2.99,5066,1332
7.75,5.36,3.48,1421,1966
7.81,-3.10,-5.43,14263,3097
-2.97,3.80,-8.67,11208,5603
-9.46,1.65,-0.32,8420,8382
-7.15,-3.76,-5.34,6087,11117
2.60,2.80,-9.26,3201,13441
9.92,1.87,-0.59,182,16007
5.50,-7.22,-3.88,13384,1698
-5.50,-2.19,-7.79,10410,3935
-9.58,-0.25,-0.00,7866,6960
-6.16,-6.64,-3.26,5795,9898
0.92,0.53,-9.90,3709,12964
7.66,6.47,-1.32,1611,95
10.08,0.53,0.20,16330,3453
8.30,4.33,-3.89,14720,6802
3.93,7.08,5.77,13182,10640
-1.18,-4.84,8.25,11778,14243
-5.02,-7.98,-1.85,10626,1118
-9.14,-0.58,-3.05,8740,4350
-9.56,-0.70,0.06,7887,8140
-9.55,-0.46,-0.94,7862,11921
-9.48,-1.22,0.47,8417,15832
-9.50,-0.84,-1.14,8456,3184
-9.37,1.62,-1.67,8745,6923
-9.25,1.80,1.77,8850,10867
-8.71,-2.72,2.75,9178,14907
-8.60,-3.70,-2.10,9261,1954
-8.23,1.74,-4.90,9558,5661
-7.97,5.26,1.43,9784,9692
-4.10,-1.48,8.54,11026,13501
-2.62,-9.24,0.44,11402,585
-3.29,-2.49,-8.92,11313,4115
-0.29,9.32,-3.50,12294,8013
5.45,4.01,7.28,13805,11801
10.09,0.41,-0.11,48,14412
4.33,9.03,-0.77,2965,469
-3.74,3.61,8.14,5183,3700
-9.04,-1.94,2.32,7324,6433
-8.62,4.19,1.11,9411,9565
-1.22,2.12,9.40,12084,12439
9.55,-0.99,2.92,15606,14122
5.14,7.10,-4.98,2784,15475
-7.21,6.47,-0.97,6331,267
-7.65,-5.60,-1.46,9870,1297
4.48,-7.03,-5.27,13518,2302
9.74,1.01,2.37,756,4079
0.92,-4.87,8.33,3991,6116
-8.63,-3.84,1.43,7038,7838
-7.14,5.76,3.04,10120,10144
3.03,1.39,9.24,13160,12747
10.08,-0.09,0.50,16265,14789
5.42,8.45,0.74,2696,1054
-4.10,3.25,8.10,5289,3874
-9.48,-0.78,1.02,7859,6182
-6.43,7.28,-0.99,10589,8720
6.28,5.87,5.10,14100,10854
8.65,-1.76,-4.80,1454,11826
-3.21,-1.55,-9.18,5180,12609
-9.42,-0.57,1.53,8790,13744
-0.10,-4.35,8.63,12511,14221
10.08,-0.05,0.48,100,14673
1.67,6.09,-7.79,3927,14666
-9.20,1.60,-2.49,7596,14543
-4.75,-3.93,7.30,11063,14116
8.43,-1.72,5.04,15015,13964
6.27,3.01,-7.31,2511,13879
-7.10,2.21,-6.37,6393,13851
-8.03,-1.99,4.72,9896,14003
5.38,-3.70,7.35,13868,14259
9.41,2.74,-2.57,1174,15025
-2.25,7.61,-5.98,4916,15340
-9.54,-0.77,0.13,8529,4
-1.24,-9.46,-1.49,12066,1187
9.92,-1.60,-0.52,16032,1238
2.86,8.90,3.36,3503,1723
-8.81,3.64,1.36,7171,1631
-5.65,-7.67,0.91,10670,246
6.29,-5.10,5.62,14134,14901
9.67,0.44,-2.91,898,12727
1.35,-7.85,-5.65,4002,10272
-8.71,-3.95,-0.24,7292,8774
-7.53,4.00,-4.76,10120,6442
1.55,-3.88,-8.97,12769,3443
9.25,-3.74,-0.60,15328,842
6.97,5.80,-4.47,2172,15122
-1.00,-2.83,-9.40,4455,11949
-7.26,-6.17,-0.78,6361,8946
-9.58,-0.12,-0.14,8192,5818
-6.84,-5.45,-4.08,10175,2114
-2.49,-8.17,4.34,11637,15506
6.89,-0.84,7.09,14373,13129
9.83,-1.62,-1.53,789,10106
2.54,-8.78,3.31,3652,7677
-6.74,-2.11,6.41,6232,5310
-9.45,-1.34,-1.10,8657,2205
-4.12,-7.99,3.26,11136,15833
7.98,-3.75,4.57,14668,14596
8.54,-1.00,-5.24,1525,12054
0.13,-9.37,-2.52,4170,9253
-5.98,-5.00,5.49,5944,6296
-9.55,0.39,0.78,7907,3044
-9.02,-2.98,1.04,9001,15735
-8.05,0.67,5.10,9589,12234
-6.18,7.54,-0.20,10503,8477
-1.78,0.12,-9.74,11778,4424
1.25,-9.50,-1.57,12527,766
2.60,-3.89,8.54,12857,13804
1.17,8.11,5.50,12542,10147
-3.01,5.56,-7.67,11407,6091
-7.65,-3.72,-4.58,9686,2575
-9.48,1.58,-0.41,7500,16190
-4.98,1.65,-8.34,5325,13041
1.92,-8.59,-4.24,3571,9585
6.79,-5.07,5.06,2127,6434
9.10,2.64,3.40,1073,2847
9.11,3.93,-2.05,1052,15357
8.35,-2.18,-5.16,1527,11321
8.73,-4.57,1.48,1346,7441
9.87,0.60,1.90,370,3878
8.44,-5.24,-0.88,14589,540
1.58,-5.81,7.59,12438,14036
-3.79,5.14,7.28,10997,10712
-8.52,3.90,-2.57,9262,6662
-9.57,0.02,0.36,7830,3330
-7.62,5.98,0.28,6183,217
-1.80,2.78,-9.37,4338,13062
6.72,-5.30,-5.05,1967,10214
10.07,0.61,-0.27,16102,7394
7.52,-0.71,-6.64,14350,3745
3.12,-9.21,-0.72,12906,277
-4.22,-4.83,7.08,10845,13792
-9.26,1.39,2.09,8643,10687
-7.82,-5.31,1.35,6407,7471
-2.47,-1.36,9.22,4657,4464
3.07,8.62,3.87,3077,1117
8.80,3.23,-3.85,1143,13944
9.59,1.90,2.46,15320,10994
1.32,9.82,0.79,12455,8447
-7.46,2.67,-5.74,9775,5316
-8.90,1.40,3.19,6981,3062
-1.84,9.44,2.00,4379,667
8.14,4.90,-3.53,1252,14733
8.28,-0.43,5.57,14426,12677
-3.66,3.54,8.21,10927,11317
-9.50,-1.22,-0.54,7545,9127
-1.43,-9.02,3.01,4328,7346
9.06,-2.74,3.15,978,6078
4.85,4.56,-7.56,13368,5586
-8.14,0.72,-5.28,9407,4635
-6.40,-1.00,7.02,5816,4567
5.76,2.73,7.63,2352,3438
9.07,-1.40,-4.15,14836,3095
-3.84,-4.67,-7.68,10860,2803
-9.21,1.26,2.31,7103,2912
1.51,2.45,9.37,3484,3613
10.08,0.39,0.13,16195,3953
1.41,2.83,-9.49,12443,5007
-9.07,2.64,-2.05,8886,6815
-5.54,-7.82,-0.28,5567,8387
5.21,-6.40,-5.47,2577,10147
9.73,0.67,2.51,15498,12271
1.23,-6.83,6.73,12368,14582
-8.38,-4.58,0.35,9159,80
-6.44,6.24,3.65,5715,1692
5.29,2.58,7.98,2481,3650
9.46,0.77,-3.49,15241,4689
-2.11,5.13,-8.26,11529,5835
-9.58,0.47,-0.26,8139,7777
-4.45,-7.30,-4.50,5256,9846
3.46,0.78,-9.35,3072,12733
9.33,3.84,-0.81,848,16168
8.49,-3.09,-4.35,14743,2604
-1.36,1.19,-9.76,11716,4790
-8.39,4.75,-0.96,9364,8130
-9.43,-0.91,-1.58,7538,11349
-5.39,6.55,-5.03,5461,15057
1.92,8.67,4.39,3438,1688
6.69,-1.65,7.12,2145,5158
9.62,-2.83,0.19,776,8426
9.39,1.67,3.24,15242,11920
4.58,-7.05,4.97,13298,15337
-3.16,-7.99,-4.45,11193,1799
-8.83,0.22,-3.65,8940,4948
-8.50,-4.20,1.03,6706,8039
-2.98,-6.27,-6.85,4798,10919
3.30,5.04,-8.04,3061,14377
7.37,6.11,3.09,1779,1949
9.70,-0.47,2.59,630,5431
10.09,0.34,-0.20,16319,9105
10.09,0.44,-0.11,16305,12926
10.03,1.36,-0.21,270,368
8.20,1.79,5.46,1649,4026
6.07,-7.04,3.20,2493,7626
2.18,-6.78,-6.80,3686,10875
-5.60,3.04,-7.51,5817,14017
-9.38,2.03,0.35,7650,1261
-8.59,-0.78,-4.41,9453,4344
-3.50,8.01,-4.62,11493,7510
3.23,5.81,7.33,13214,11291
8.79,-2.52,4.02,15025,14533
9.70,2.89,0.45,756,1253
4.03,1.34,8.90,3161,4363
-6.29,-4.64,5.46,6048,6479
-9.40,2.04,0.33,8862,9377
-1.57,4.56,8.45,11941,11658
9.52,0.99,3.11,15701,12340
4.36,-1.27,-8.90,3143,12344
-8.01,-0.99,-5.40,6798,12343
-6.63,1.33,6.78,10422,12282
6.57,3.54,6.61,14289,11638
8.03,-2.62,-5.42,1847,11381
-4.42,-6.54,-5.64,5474,10513
-9.04,2.47,2.06,9154,10515
2.49,7.50,5.94,13026,10486
10.02,-0.97,-0.73,581,9485
0.96,-9.44,1.80,4128,8148
-9.27,-2.30,0.50,7686,7970
-3.78,7.50,-5.22,11426,7015
9.16,3.03,-3.12,15419,6399
6.01,-2.50,7.44,2602,5404
-6.06,0.89,7.36,5958,4168
-8.53,-3.58,-2.63,9419,2083
2.50,-9.38,-0.96,12909,671
10.06,-0.24,0.45,16166,14970
5.27,-0.32,-8.52,2843,12434
-5.80,-5.70,-5.25,5962,10460
-8.90,3.51,0.97,9319,9259
-0.24,8.18,-5.71,12357,6900
9.56,0.34,-3.26,15650,4468
5.67,3.90,7.20,2648,3326
-6.03,6.92,3.15,5858,1507
-8.70,-3.81,0.98,9273,16086
2.94,-7.94,4.78,13019,15392
9.80,2.15,-1.40,592,15146
-1.16,7.62,-6.31,4390,15007
-9.50,0.44,-1.47,7848,13659
-4.45,1.46,8.39,11102,12182
7.78,4.86,4.10,14701,10466
8.03,-5.87,-0.06,2021,8332
-3.01,-7.14,5.60,5211,6759
-9.57,0.11,-0.78,8516,5251
-4.32,-6.19,-6.13,11177,2214
5.60,-7.89,1.60,13862,16079
10.01,0.08,1.17,16104,13133
8.85,-3.79,-2.75,1464,9686
4.26,-6.40,6.04,3101,6268
1.65,4.51,8.58,3720,2949
0.13,8.84,-4.62,4007,15113
-2.78,-4.41,-8.30,4849,11003
-4.94,-7.98,1.81,5507,7663
-5.68,0.47,7.70,5695,3986
-7.18,6.55,0.10,6160,117
-7.44,0.54,-6.30,6295,12598
-6.72,-6.64,-1.62,6075,8737
-6.24,-3.22,6.45,5844,5262
-3.89,8.15,3.64,4944,1141
-1.05,6.19,-7.74,4246,13925
4.03,-6.46,-6.27,2937,10093
8.32,-4.98,2.20,1495,7081
9.94,0.70,1.55,293,3537
8.97,-4.40,-0.10,14891,31
4.51,-2.84,8.26,13294,13259
-1.80,7.66,5.78,11668,9943
-7.41,4.50,-4.55,9852,6223
-9.51,0.21,1.11,7531,3393
-3.59,8.15,3.96,4792,1228
7.10,6.57,-2.95,1786,15230
8.93,-1.42,4.28,14772,13364
-3.50,-0.88,8.91,10996,12719
-9.31,0.11,-2.50,7247,12668
0.73,1.65,-9.80,3708,12856
9.84,1.76,-1.53,313,14554
5.05,-8.42,-0.06,13384,231
-6.98,-5.63,-3.51,9917,1688
-8.34,1.30,4.48,6493,3623
3.62,2.03,8.94,2884,3760
9.76,-0.18,-2.57,15415,3740
-2.31,-2.21,-9.32,11367,3662
-9.51,0.14,1.07,7573,3716
-0.08,0.94,9.68,3958,4115
9.76,-0.27,2.39,488,4907
4.15,6.51,-6.48,13254,6391
-6.80,6.77,1.40,10115,9023
-9.33,-1.04,-2.14,7415,11418
-3.07,4.56,-8.27,4804,13866
5.60,8.31,0.61,2311,621
10.02,-0.32,-1.21,15843,3014
2.37,2.52,-9.39,12713,5067
-9.28,2.23,-1.33,8709,7238
-4.94,-8.17,-0.93,5413,8702
5.68,-6.91,-4.20,2411,9818
9.31,2.57,2.89,15185,10985
-2.97,1.16,9.11,11274,12240
-9.47,-0.24,-1.72,7567,12315
0.40,-0.77,-9.89,3911,12289
9.97,0.31,-1.59,113,12334
2.48,-3.29,8.84,12637,13521
-8.81,-2.26,2.88,8959,14200
-5.10,6.41,-5.48,5124,14814
7.83,5.00,-4.03,1362,14814
7.25,-4.41,5.09,13962,14427
-6.07,-3.91,6.22,10097,13976
-8.27,2.57,-4.46,6409,13958
4.04,4.87,-7.82,2713,13946
9.62,-1.08,2.64,15242,13797
-1.70,-0.39,9.50,11522,12670
-9.59,0.01,0.16,7834,11431
-1.84,-7.07,-6.46,4319,10277
8.89,-4.44,-0.96,1005,8727
5.37,8.46,-0.92,13426,8175
-7.99,5.46,-0.65,9421,8150
-6.40,-6.99,1.19,5746,7925
5.54,-8.12,0.10,2381,8347
9.18,4.00,1.38,15008,9546
-3.04,5.58,7.35,11178,10925
-9.56,-0.31,-0.92,7686,11900
-2.00,2.07,-9.49,4295,13145
9.09,3.27,-3.05,756,14674
5.07,-7.35,4.02,13242,15377
-7.61,-5.73,0.68,9498,30
-7.04,6.61,0.99,5857,740
5.90,7.67,2.63,2158,1196
8.75,-4.44,-1.90,14681,1229
-3.39,-5.91,-6.98,11052,2583
-9.44,0.22,1.59,7452,3902
-0.28,-3.18,9.14,4072,5310
9.37,-2.24,2.05,725,6636
4.71,8.14,-3.62,13280,7488
-8.19,5.17,-0.20,9347,8411
-6.28,-7.16,-1.12,5713,8826
6.35,-7.47,-1.09,2129,8775
8.67,4.70,2.20,14738,9868
-3.46,3.38,8.37,11056,11701
-9.59,-0.04,-0.35,7876,13243
-4.32,7.87,-4.09,5067,15545
6.88,6.75,2.80,1937,1463
9.16,-1.67,-3.82,15085,3188
-0.40,3.07,-9.48,11919,5368
-8.48,4.60,-0.61,9287,8447
-8.56,-2.64,-3.54,6777,11076
-2.11,3.77,-8.95,4472,13783
5.96,8.09,0.33,2297,684
9.24,0.81,3.87,1004,4287
10.10,-0.27,0.02,32,7841
8.99,2.61,3.70,14987,11420
5.03,-6.14,5.76,13445,14924
-2.75,-8.60,-3.50,11329,1450
-9.38,-0.24,-2.20,8576,4441
-7.90,-5.17,1.33,6558,7988
-3.56,-5.73,-7.02,5037,10945
-0.28,5.73,-8.17,4043,14475
2.75,7.87,5.38,3243,2228
7.82,-2.01,5.82,1744,5612
9.67,-2.65,-0.61,710,9106
9.93,0.48,1.66,15824,12814
8.81,-4.62,0.75,14917,121
8.30,-1.75,-5.39,14736,3693
9.67,2.66,-1.36,15656,7505
9.74,-1.38,-2.18,820,11204
6.94,4.28,-5.97,2127,14702
1.42,8.94,3.99,3813,1975
-5.08,-0.93,8.07,5741,5102
-9.53,-0.94,0.30,8013,7775
-7.07,4.66,4.58,10293,10976
4.63,-0.41,8.69,13687,13112
9.86,1.63,-1.65,678,14724
0.21,9.34,-3.48,4197,16089
-9.37,2.16,0.17,7649,1013
-4.89,-6.95,-4.58,11050,2279
6.82,-1.83,-7.11,14475,4039
8.56,-1.92,4.73,1735,5980
-2.44,-7.88,4.89,5055,7335
-9.60,0.02,-0.10,8368,8808
-1.32,9.33,2.82,12168,9597
10.00,1.46,0.33,16248,9925
2.73,-8.73,-3.49,3625,9662
-8.67,-3.97,-0.86,7202,9264
-5.30,7.98,1.77,10936,9381
8.37,5.54,1.11,15008,9406
6.75,-6.96,-1.94,2507,9389
-5.93,-7.32,-1.84,6096,9372
-8.42,4.64,0.88,9715,9266
3.87,9.18,-1.13,13575,8374
9.74,-1.82,1.61,944,6897
1.25,-2.66,9.27,3991,5311
-8.41,2.38,3.91,6940,3116
-7.38,-6.09,-0.47,9985,621
3.16,-6.77,6.22,13150,14994
9.89,1.17,-1.81,585,13926
0.38,0.39,-9.94,4240,12730
-9.02,-1.81,-2.86,7412,11298
-5.39,6.56,4.65,10896,10348
6.65,7.49,-1.27,14352,8170
8.46,-3.86,3.54,1702,6810
-2.27,-2.75,8.94,4892,5331
-9.59,-0.18,-0.35,8308,3937
-2.76,-8.35,-4.03,11534,1598
8.88,-4.50,0.48,15094,137
7.13,4.83,-5.28,2059,14594
-3.97,-1.34,-8.89,5229,12331
-9.54,-0.73,-0.57,8059,10237
-4.29,8.81,-0.10,11269,8571
8.03,4.62,-4.11,14856,6624
8.07,-0.41,5.85,1828,4781
-2.46,5.25,7.80,4842,2956
-9.46,1.82,-0.13,7669,317
-7.35,-2.45,5.55,9974,13737
-0.08,5.71,7.95,12282,11087
8.65,5.15,-1.24,15010,7978
9.16,-0.57,4.01,1150,5034
0.77,4.98,8.40,4063,3122
-9.23,2.32,1.30,7509,1686
-4.37,-8.53,-0.83,11088,573
7.27,-5.05,4.38,14410,14963
8.77,1.08,-4.88,1401,12999
-2.40,-4.45,-8.40,4836,11360
-9.57,-0.41,-0.29,8088,10117
-3.72,8.93,-1.87,11314,8019
6.13,1.65,-7.81,14001,4902
8.93,-4.09,-1.88,15044,1152
9.61,-0.18,2.96,15443,12850
9.50,3.35,0.89,15440,9188
6.78,3.46,-6.65,14145,5397
4.01,-7.14,-5.48,13101,1738
-0.70,-8.17,5.04,11815,15043
-5.02,1.65,8.03,10731,11896
-8.51,4.58,0.16,9316,8324
-9.55,0.07,-1.09,8303,4663
-9.42,1.76,0.70,7439,1122
-6.49,5.21,-5.19,5779,14348
-1.21,-5.92,-7.72,4306,10496
4.39,-8.27,2.80,2801,7355
9.98,0.10,1.43,118,4476
4.65,-5.27,-7.01,13153,2499
-7.90,-4.15,-3.65,9374,2155
-6.52,5.10,4.94,5706,2294
6.26,5.56,5.47,2076,2386
8.38,-3.57,-4.15,14541,2377
-4.95,-5.66,-6.14,10590,2431
-9.07,1.13,2.84,6934,3532
2.88,-0.29,9.36,3178,4537
10.08,0.35,-0.40,15962,4434
-0.14,-2.38,-9.59,11894,3665
-9.57,-0.15,-0.82,8023,4464
-2.87,-4.71,7.84,4712,5889
8.26,-4.95,2.52,1447,7294
8.07,5.88,1.55,14523,9412
-3.33,3.07,8.53,11124,11791
-9.56,-0.38,0.60,8170,13643
-4.73,7.69,-3.95,5069,15604
5.34,7.08,4.58,2359,2049
9.88,-0.05,-2.04,15582,3975
1.57,5.61,-8.15,12469,6127
-7.89,5.56,0.65,9607,9026
-9.55,-0.30,-1.03,7769,12223
-7.63,5.31,-2.93,6241,15602
0.73,7.70,6.12,3747,2301
9.10,-0.07,4.19,1009,4761
6.23,4.55,-6.52,13865,5990
-7.27,4.80,-4.42,9910,6703
-7.69,-5.03,2.50,6269,7321
4.52,-8.13,2.97,2717,7599
9.51,3.26,-1.23,15271,7644
-2.44,9.47,1.08,11425,8973
-9.57,0.35,0.40,8151,10769
-3.37,-2.52,-8.88,4851,11922
8.28,1.71,-5.54,1379,13356
8.25,-5.01,2.33,14580,15750
-1.15,-8.33,-4.88,11778,1827
-7.75,0.85,-5.84,9714,4993
-9.51,-1.08,0.02,7707,8438
-6.37,-3.89,-6.22,5773,11357
2.72,4.09,-8.76,3189,13961
9.45,3.58,0.08,688,704
8.51,-1.96,-4.97,14734,3521
2.84,7.23,-6.39,12944,6864
-3.57,6.71,6.04,11207,10713
-7.52,-3.28,4.84,9772,14388
-9.40,-1.84,-0.54,8543,1231
-8.71,-0.28,3.88,6899,4933
-6.59,-6.87,0.91,6044,8505
-2.33,-4.84,-8.19,4542,11650
5.33,5.51,-6.56,2364,14892
10.05,0.99,0.10,16375,1654
7.82,-0.30,-6.34,14324,4623
-0.82,8.69,-4.80,11865,7698
-6.74,4.33,5.32,10030,11286
-9.48,-0.80,1.03,8281,14453
-7.47,6.17,0.74,6130,1157
2.04,-0.23,9.56,3443,4935
9.27,-3.30,1.80,933,7638
9.51,2.97,1.70,15199,10735
2.09,-1.36,9.44,12494,13500
-7.48,-4.90,3.31,9595,15471
-8.47,4.69,-0.41,6487,599
1.84,7.09,6.61,3283,2667
9.83,0.78,2.06,350,4346
5.67,4.95,-6.74,13652,6482
-4.25,8.53,2.05,10879,9620
-9.59,-0.06,-0.01,7963,11844
-6.63,4.01,-6.03,5894,14656
1.92,9.55,1.91,3436,1353
8.17,1.40,5.61,1469,4494
9.93,1.68,-1.09,15773,7513
5.82,6.22,5.22,13713,11010
-1.21,-3.91,8.73,11681,14285
-7.64,-5.75,0.01,9647,851
-8.91,-0.78,-3.68,9092,4521
-9.52,1.32,-0.48,8499,8434
-9.40,0.53,1.73,8618,12314
-9.44,-1.46,0.56,8486,16104
-9.44,0.93,1.39,7553,3389
-8.59,-2.96,2.84,6924,7133
-8.82,-3.07,-2.30,7090,10850
-9.42,0.95,-1.83,7536,14709
-9.51,1.16,0.54,7681,2195
-9.47,-0.57,1.25,7710,5941
-9.44,-1.64,-0.47,7675,9755
-9.57,-0.16,0.50,8289,13520
-8.68,-4.00,0.10,9215,826
-7.98,-1.42,-5.33,9640,4388
-7.73,5.60,-1.90,9837,8342
-7.31,1.89,5.88,9951,12399
-6.77,-5.88,3.23,10155,16092
-5.33,-5.57,-5.89,10709,3162
-3.34,5.75,-7.36,11355,6903
0.34,7.62,6.19,12367,11077
4.84,-4.07,7.51,13487,14669
7.22,-6.52,-1.93,14241,1713
6.78,0.97,-7.39,14164,5363
6.34,7.77,0.71,14038,9526
6.89,-0.25,7.15,14167,13499
9.55,-2.99,0.65,15429,417
9.99,1.01,1.12,409,3951
8.05,-4.54,3.62,1727,7552
4.08,-7.29,-5.23,3090,10815
-4.83,0.93,-8.53,5480,13632
-9.40,-1.47,0.86,8654,15832
-1.42,-9.50,-1.11,11867,1308
9.52,-2.40,-2.17,15689,2742
5.30,2.22,8.08,2888,4601
-7.00,-0.32,6.49,6420,5245
-7.51,0.47,-6.21,10124,5296
5.66,1.34,-8.21,14032,5495
8.94,-2.20,3.89,1615,6567
-2.81,-6.36,6.59,5212,7044
-9.54,0.64,-1.06,8705,6739
-0.35,2.01,-9.74,12431,5502
9.89,-0.52,-1.91,16048,3791
4.12,6.38,6.36,3172,2903
-6.56,7.12,-1.26,6101,378
-8.81,-2.19,2.93,9276,14723
0.98,-0.14,9.68,12639,13227
10.09,0.58,0.14,9,11726
4.56,-8.60,-1.27,3169,9212
-6.25,-6.08,3.83,6224,7466
-8.59,1.50,-4.28,9645,5802
1.24,-4.55,-8.68,12797,3578
10.09,0.19,-0.24,151,2630
1.82,8.73,4.30,3798,2142
-9.22,2.66,0.64,7521,1604
-3.98,-8.46,-2.31,11240,1613
8.92,-4.25,-1.46,15194,1707
6.01,6.06,5.20,2540,2931
-6.59,3.47,6.07,6128,3687
-8.30,-1.82,-4.62,9737,4142
4.37,-2.77,-8.51,13672,4149
9.20,1.61,3.72,1301,4206
-2.47,2.45,9.03,4971,4355
-9.50,-0.49,-1.35,8652,4268
0.24,-5.20,-8.35,12452,3529
10.09,0.30,-0.22,89,3661
1.62,1.03,9.59,3831,4808
-9.09,-0.02,2.94,7394,5005
-5.51,3.23,-7.51,10781,6129
6.82,6.71,-3.23,14501,8075
7.89,-5.78,1.61,2023,8389
-4.36,-8.53,0.39,5540,9058
-9.12,3.07,0.40,9185,9550
2.12,8.09,5.25,13005,10742
10.01,-0.28,-1.18,429,11748
0.71,-4.20,-8.89,4052,12089
-9.52,-0.25,0.93,8530,13700
0.96,-3.42,9.02,12643,14246
10.09,0.05,0.22,16355,15324
1.56,7.25,-6.75,3774,15385
-9.28,2.21,-1.43,7496,15995
-3.94,-8.29,2.69,11157,145
8.22,-5.34,1.61,14867,229
6.89,7.27,1.01,2250,1396
-5.75,6.61,4.09,5839,2510
-8.68,-3.40,-2.37,9333,2561
3.24,-7.73,-5.13,13146,2465
9.67,2.60,1.31,749,2456
-0.12,8.72,4.56,4254,2262
-9.33,2.38,-0.72,7538,223
-5.24,-4.81,6.36,10762,14858
6.65,-0.03,7.37,14209,13285
9.73,-1.73,-1.95,757,10887
2.26,-9.07,2.63,3600,8301
-5.47,-2.47,7.42,5892,5568
-9.11,2.60,1.59,7342,2045
-9.27,-1.64,1.57,8754,14863
-7.55,3.16,4.99,9931,11456
-2.90,9.12,-2.43,11608,8199
7.26,1.12,-6.90,14532,5158
9.63,2.15,2.08,1023,3035
1.53,9.84,0.18,3896,752
-7.43,2.89,-5.69,6500,14168
-9.39,0.96,1.58,8736,11415
-7.73,5.48,-2.27,9890,7767
-5.31,-2.89,-7.68,10834,3741
-1.17,-9.49,1.19,11928,291
1.24,-1.41,9.55,12585,13319
4.64,8.47,2.58,13527,9607
6.66,2.22,-7.25,14138,5379
8.06,-5.10,-2.87,14663,1783
9.36,-2.00,2.92,15357,14530
10.03,1.04,0.56,16044,10963
10.00,1.25,-0.82,16030,7092
9.75,-1.04,-2.34,15563,3163
9.02,-3.80,1.97,14939,15708
7.60,1.53,6.31,14361,12389
2.24,9.71,-0.11,12783,8721
-3.38,0.53,-9.27,11236,4761
-7.64,-5.23,-2.59,9569,1703
-9.48,1.22,-1.12,7497,15123
-5.95,-3.28,-7.00,5640,11564
1.62,-9.52,0.96,3557,8353
9.08,-2.13,3.57,965,6153
6.89,-2.02,-7.00,13996,3806
-4.71,-7.43,-4.03,10663,1887
