accel_x,accel_y,accel_z,encoder_a,encoder_b
-5.25,8.21,-0.91,10995,7572
8.25,5.66,-1.56,14983,7030
6.95,-4.98,4.92,2328,5810
-5.48,-5.49,5.55,5829,5709
-8.77,0.85,-4.05,9362,4313
2.70,-2.45,-9.25,13056,2951
10.02,1.00,0.76,335,2031
1.28,8.80,4.29,3789,810
-8.42,4.17,-2.45,6770,14620
-9.35,0.21,1.97,8713,11340
-7.87,5.65,0.34,9807,7795
-6.26,0.72,-7.51,10442,3776
-1.46,-9.15,-2.81,11803,199
2.80,-5.27,7.70,12952,13343
8.35,3.70,4.20,14842,10036
10.09,0.50,-0.27,16298,6280
9.35,1.57,3.35,948,2687
7.63,6.51,-1.19,1773,15405
6.25,-1.11,-7.77,2315,11267
6.56,-7.37,-0.23,2277,7544
8.71,-1.05,4.81,1275,3993
9.86,-1.61,-1.26,15568,548
8.53,-3.25,3.98,14735,13391
4.00,4.91,7.62,13174,10117
-3.03,8.94,-3.00,11259,6580
-9.08,-0.01,-3.30,8776,3451
-7.18,4.54,4.53,5992,1395
3.01,9.52,-0.50,3034,15588
10.09,0.45,-0.17,16127,13446
2.69,-0.39,9.41,12715,11778
-8.00,3.08,4.31,9383,9909
-6.93,-6.34,-2.02,5874,8268
5.35,-8.21,-0.80,2382,7702
9.49,3.27,-1.25,15228,6581
-1.35,3.01,-9.38,11640,4217
-9.48,-0.50,-1.49,8238,2749
-3.12,4.19,8.15,4684,2312
8.80,2.69,4.07,1044,2184
5.56,-4.24,-7.09,13506,2062
-7.31,-2.76,-5.77,9745,2404
-8.04,-1.19,4.98,6339,4248
2.27,-7.83,5.28,3295,6154
10.01,-1.19,-0.33,121,8037
5.33,3.61,7.56,13416,10851
-4.61,-4.66,6.95,10685,13443
-9.60,0.38,-0.16,7781,15606
-5.35,4.21,6.84,5427,2347
3.67,-4.86,7.64,3050,5197
10.04,-0.99,0.02,177,7375
5.55,5.19,6.44,13630,10213
-1.70,-5.35,7.80,11622,13483
-6.87,-6.59,-1.15,9938,190
-9.29,-0.24,-2.61,8650,3757
-9.05,-3.03,0.49,7213,7401
-7.04,-3.05,-5.95,6092,10772
-2.14,7.17,-6.55,4524,14224
0.38,6.45,7.37,3868,2002
3.24,-5.90,7.05,3269,5635
3.49,-8.15,-4.21,3210,9051
0.30,2.46,-9.66,4019,12618
-4.24,8.57,1.97,5194,340
-5.87,-0.72,7.52,5780,4155
-8.31,-4.67,0.65,6855,7555
-9.52,-0.53,-1.18,7863,11108
-8.28,-4.01,2.47,9500,14671
-4.50,-6.82,-5.21,10957,1485
0.09,3.96,-9.16,12335,4952
6.10,7.53,2.59,14014,8918
9.41,-0.11,3.51,15380,12428
10.08,0.84,-0.14,105,15949
8.77,1.49,4.67,1353,3245
4.77,-7.65,3.80,2861,6711
2.29,-6.65,-6.88,3518,10094
1.25,6.47,-7.58,3715,14043
0.88,7.15,6.70,3833,1909
3.16,-5.33,7.53,3277,5575
4.56,-7.98,-3.50,2890,9038
3.37,2.24,-9.17,3159,12731
2.90,9.19,2.47,3283,603
1.49,-1.83,9.45,3753,4476
1.04,-9.63,-0.04,3902,8157
1.00,-2.18,-9.62,3795,11679
4.03,8.67,-3.08,2840,15703
6.00,3.01,7.34,2327,3326
7.66,-5.40,3.23,1782,6883
9.53,-1.93,-2.58,754,10398
10.09,0.17,0.15,16144,14315
9.70,-2.10,-1.65,15508,1583
9.71,1.38,-2.52,15675,5304
10.09,0.33,-0.22,17,9158
8.77,0.68,-4.97,1335,12525
4.91,8.72,-0.92,2696,16270
1.86,2.23,9.36,3748,3776
-1.17,-8.58,4.13,4573,7195
-5.86,-5.40,-5.52,5875,10417
-8.85,2.28,-3.24,7093,14210
-9.55,-0.70,-0.40,8360,1467
-7.60,0.70,-6.08,9932,4603
-5.49,8.04,0.59,10731,8630
-3.01,-0.41,9.14,11438,12586
-2.40,-9.21,1.34,11493,16139
-2.56,-3.64,-8.75,11509,3211
-2.77,8.59,-4.10,11518,7233
-4.09,3.81,7.88,11060,11430
-3.54,-7.41,4.91,11161,15107
-5.05,-6.20,-5.48,10709,2136
-7.06,3.62,-5.75,10049,5885
-9.52,1.13,0.47,8400,9587
-8.63,0.46,-4.41,6807,12837
-5.13,8.32,-0.77,5437,76
-2.68,1.02,9.22,4782,4053
-0.86,-8.77,3.87,4328,7378
3.61,-5.30,-7.55,3124,10811
7.95,4.26,-4.58,1546,14544
10.01,1.29,0.41,141,1651
9.29,1.44,-3.76,15206,5198
5.68,8.28,0.48,13696,8689
0.92,-0.20,9.67,12320,12707
-4.04,-8.38,2.28,10928,15960
-4.80,-4.53,-7.17,10827,2889
-4.24,6.98,-5.56,11099,6722
2.19,7.08,6.54,12942,10614
9.08,-1.72,3.86,15128,13834
9.67,2.98,0.27,716,635
6.59,1.54,7.30,2351,3998
-2.37,-6.81,6.32,4909,6501
-9.27,-2.42,-0.44,7611,8821
-4.45,4.85,7.08,11138,11056
7.91,0.81,6.04,14668,12372
8.85,3.47,-3.52,1311,14463
-1.09,9.81,0.17,4406,342
-9.52,0.92,0.64,7821,1806
-3.11,-7.32,-5.57,11532,1929
9.02,-1.68,-4.14,15280,3222
6.73,-2.35,6.88,2356,5310
-4.76,-6.69,4.85,5776,6863
-9.30,2.56,-0.45,8946,8191
1.29,9.06,3.76,12720,9503
10.07,-0.07,-0.67,217,10570
0.69,-5.83,-7.88,4037,10832
-9.35,-0.56,-2.22,7603,11985
-4.10,-1.82,8.47,11253,13113
7.99,-3.38,4.84,14920,14237
7.21,6.32,-3.22,2272,15393
-4.87,8.39,1.07,5648,795
-9.14,-2.46,-1.57,9136,1844
0.62,-5.59,-8.06,12626,2897
10.06,0.38,-0.86,34,4647
4.55,-6.75,5.42,3093,6869
-4.53,-8.05,-2.73,5532,9470
-9.56,0.03,0.61,8504,12254
-4.33,-6.33,5.69,11070,14906
4.36,-8.39,-2.63,13478,1213
9.68,-0.10,-2.85,15745,4305
9.35,-3.34,1.16,1176,7849
5.22,-5.24,-6.62,2820,11017
0.33,6.14,-7.89,4087,14622
-2.35,7.41,5.91,4763,2427
-5.30,-3.70,7.02,5740,5913
-7.79,-5.40,-1.44,6616,9401
-9.50,0.00,-1.57,7741,13080
-9.59,-0.06,-0.09,8076,583
-9.59,-0.13,-0.17,8098,4290
-9.57,-0.52,0.02,7982,8116
-9.27,0.93,2.20,8829,11917
-5.66,-6.12,4.60,10611,15336
2.72,-8.71,-3.54,12956,1605
8.72,0.53,-5.07,15070,4885
9.76,2.65,-0.19,15720,8862
9.72,0.67,2.57,15542,12706
9.51,-3.09,0.62,15349,119
9.42,-1.02,-3.45,15381,3739
10.04,0.97,-0.51,16170,7562
10.09,0.23,-0.46,36,11396
10.09,0.33,-0.04,16239,15265
10.05,-0.39,-0.76,16060,2619
10.09,0.24,-0.02,63,6342
8.80,-4.25,-2.04,1436,9885
6.90,1.63,-7.16,2081,13503
6.30,7.75,1.29,2301,1249
6.41,-0.74,7.52,2304,5128
3.52,-9.05,1.01,3270,8527
-4.04,-4.93,-7.39,5263,11399
-9.33,1.39,-2.04,7497,14667
-8.29,-4.62,-1.34,9549,1490
-1.50,-3.01,-9.26,11990,3966
8.14,4.05,-4.45,14845,6741
9.19,-3.74,-1.33,1254,9603
1.38,-3.63,-9.10,3845,11986
-5.18,6.77,-4.92,5538,15555
-8.97,2.45,2.33,7160,2745
-9.53,0.46,-1.23,8482,6095
-5.67,7.91,0.87,10683,9259
3.16,1.96,9.10,13090,12521
8.96,-3.57,2.59,15044,15528
9.50,3.14,1.48,905,2224
3.83,-1.73,8.87,3193,5446
-3.01,-8.92,1.87,5053,8423
-9.27,-1.76,-1.84,7546,11084
-5.30,-0.89,7.92,10782,13329
7.76,-2.39,5.73,14578,14133
7.03,3.12,-6.55,2105,14043
-5.41,0.74,-8.18,5811,13065
-9.02,1.08,2.99,9226,11923
0.19,8.49,4.99,12511,10219
9.64,2.95,-1.05,15890,7779
7.30,-1.47,6.59,2230,5188
-0.56,7.18,6.62,4435,2394
-7.52,5.37,-3.16,6453,15407
-9.58,-0.24,-0.51,8181,11806
-8.36,4.86,0.19,9613,8728
-3.07,2.30,-9.13,11503,5097
2.19,-8.77,-3.70,12790,1419
3.28,-5.45,7.39,13068,14398
4.32,6.10,6.54,13437,10816
3.59,7.03,-6.26,13213,6665
0.04,-5.75,-7.96,12039,2753
-5.33,-7.60,2.23,10488,15958
-8.87,-0.23,3.52,8974,12682
-8.36,-4.35,-1.84,6639,9525
-2.74,-6.63,6.35,4691,6585
6.77,1.04,7.21,1952,4256
9.68,-2.38,-1.29,15360,1449
3.18,-6.94,6.02,12854,14957
-6.68,0.30,6.84,10066,12562
-9.57,-0.74,-0.28,7830,9243
-5.47,-5.46,5.59,5491,6386
4.77,0.57,8.63,2594,4357
10.06,1.03,0.21,16301,1499
3.77,-8.47,3.03,12916,15910
-8.22,-3.81,2.94,9232,15104
-6.21,3.77,-6.61,5612,14032
6.73,3.12,-6.85,1927,13787
8.27,0.35,5.60,14526,12790
-4.76,0.97,8.28,10691,12397
-9.05,-2.33,-2.29,7099,10628
1.21,-9.37,-2.21,3713,9167
9.91,-1.63,0.25,236,8035
3.10,7.39,-6.10,12861,6715
-8.73,1.68,-3.88,9035,5709
-5.21,-3.67,7.10,5393,5791
6.39,-5.56,5.03,2181,6874
9.58,3.29,0.05,15388,8987
1.08,3.76,8.97,12387,11916
-7.75,-3.16,4.57,9614,14388
-8.33,4.83,-1.33,6587,16332
1.56,7.39,6.31,3565,2461
9.97,0.88,1.25,86,3647
2.10,-3.18,-9.15,12526,3705
-9.17,0.01,-3.04,8691,4743
-4.08,-1.59,8.53,5049,5110
8.17,-0.75,5.68,1469,5026
6.85,-2.33,-6.93,14004,3595
-6.63,-3.14,-6.38,10080,3427
-7.80,2.37,5.03,6370,3442
4.20,5.55,7.06,2855,2873
9.65,-2.26,-1.72,15420,1946
-8.46,2.93,3.47,6670,2865
-3.78,2.39,8.55,5049,3936
5.71,-3.23,7.35,2447,5815
9.31,-2.55,2.68,899,6765
9.58,3.31,-0.05,15436,8937
3.92,1.87,8.85,13110,12637
-1.28,-8.53,4.22,11763,15974
-2.84,-6.21,-6.96,11375,2976
-6.07,5.04,-5.87,10513,6808
-5.89,5.40,5.41,10501,11072
-5.36,-5.02,6.09,10637,14838
-3.99,-8.16,-3.25,11090,1873
0.64,0.95,-9.89,12519,5216
7.85,6.29,-0.92,14813,8721
9.56,-1.55,-2.73,946,11418
3.70,4.36,-8.27,3258,14331
-5.77,7.87,0.11,5863,888
-9.45,-1.07,-1.29,8712,3112
-1.16,-1.37,-9.72,12129,4438
9.37,2.55,-2.84,15578,6669
7.70,-6.16,-1.03,1968,9318
-0.70,-5.04,-8.41,4526,11706
-9.00,1.51,-3.23,7302,14438
-7.71,-5.64,-0.02,9911,806
0.88,-6.13,-7.64,12612,3153
9.70,0.93,-2.71,15879,5489
5.49,-6.65,4.68,2877,7278
-6.82,-6.55,1.34,6364,8303
-8.05,5.15,1.38,9853,9697
4.11,5.79,6.92,13529,11297
9.34,-1.41,-3.49,1137,11684
-2.23,-4.50,-8.43,4832,11670
-9.58,0.13,0.34,8490,11676
-0.78,4.80,8.46,12274,11675
10.01,1.05,0.79,16278,11389
2.60,-6.43,-7.00,3655,10973
-8.83,-2.58,-2.85,7284,11073
-4.94,4.99,6.63,11020,11386
8.36,2.49,4.95,14956,12005
7.24,0.70,-6.97,2103,13144
-3.21,7.73,-5.31,5015,15606
-9.56,-0.63,-0.13,8344,999
-1.15,-9.42,-1.87,12095,1208
9.95,-1.42,-0.45,16087,1223
2.68,9.25,2.50,3549,1525
-8.89,3.40,1.44,7238,1779
-5.34,-7.41,-3.06,10771,1719
7.97,-5.54,-2.18,14691,1615
6.75,7.07,2.34,2218,1619
-6.50,7.18,0.99,6028,1035
-8.26,-4.47,1.67,9533,16086
0.83,-5.01,8.24,12567,14342
9.66,1.62,2.39,15624,11755
8.23,-5.59,0.04,1726,8575
1.55,-3.71,8.84,3809,5649
-5.58,5.71,5.46,5695,2521
-9.56,0.96,-0.58,7855,15837
-5.38,-2.12,7.63,10682,13572
4.08,6.29,6.51,13396,10943
10.05,1.11,-0.45,16161,7858
7.37,-0.28,6.68,2098,4738
-0.16,8.79,4.41,4145,1828
-8.07,4.68,-2.82,6678,15512
-9.41,0.23,1.72,8818,12168
-6.50,7.13,1.19,10531,8981
2.17,4.78,-8.54,13026,5686
9.10,-2.57,-3.36,15275,2549
10.08,0.46,-0.15,68,15501
9.68,-0.53,-2.78,769,11681
9.11,-3.98,0.88,1166,7872
9.01,0.93,4.33,1203,4040
7.19,7.02,0.89,2060,617
4.89,2.05,-8.54,2795,12980
3.97,-8.61,-2.50,3097,9051
1.89,-4.74,8.28,3675,5658
2.93,7.26,6.06,3164,2081
5.43,5.95,-6.08,2465,14474
8.81,-2.68,-3.99,1214,10780
9.74,2.61,-0.83,15543,7740
4.41,0.10,-8.99,13286,4314
-4.30,-7.75,-3.82,10783,1523
-9.53,-0.83,0.28,8171,15484
-5.16,1.69,-8.22,5211,13055
5.68,-5.00,-6.44,2296,10704
10.05,0.88,-0.21,15964,8300
1.75,6.81,-7.14,12429,6376
-9.11,1.18,-3.02,8718,5548
-4.54,-0.81,8.41,5122,4759
7.90,0.04,6.09,1518,4584
6.84,-3.35,-6.48,13894,3134
-6.17,-4.64,-5.88,10186,2764
-8.25,3.75,3.23,6517,2271
2.68,8.70,3.97,3071,1384
10.05,-0.67,0.09,15737,16329
-0.30,-9.50,1.63,11792,16351
-9.55,-0.84,0.03,8049,9
-2.34,9.52,0.87,4426,735
9.39,3.65,0.87,669,1182
4.35,-8.33,-2.85,13143,1247
-8.14,-4.26,-2.86,9365,2014
-7.91,0.25,5.34,6448,4489
1.23,-7.59,5.85,3740,6986
9.00,-4.11,-1.51,1156,9456
9.19,0.95,3.96,14996,12587
-0.46,-6.75,6.86,11812,14880
-8.74,-3.91,-0.22,8937,647
-6.05,5.35,5.28,5592,2616
6.63,2.96,6.83,2018,3601
8.58,0.09,-5.30,14721,4517
-3.32,5.01,-7.87,11208,6142
-9.58,0.50,-0.12,8164,8682
-6.67,-3.61,-6.06,5988,11439
-1.32,6.86,-7.11,4352,14873
1.01,7.18,6.63,3755,2736
0.92,-5.74,7.74,3909,6454
1.66,-8.83,-3.81,3694,9879
1.48,2.33,-9.60,3644,13577
3.25,9.09,2.40,3176,1444
7.15,-0.56,6.89,1987,5052
9.55,-3.07,0.32,837,8463
10.04,0.11,-1.13,189,12147
10.08,-0.27,0.15,16144,16060
10.09,0.16,-0.46,16221,3366
9.69,-2.06,1.58,741,7167
9.15,-2.90,-2.93,1110,10797
9.24,2.61,-3.23,981,14697
9.62,2.76,1.32,617,2386
10.03,-0.18,1.04,267,6115
9.65,-2.59,-0.96,894,9763
7.71,0.52,-6.47,1805,13296
6.82,7.42,-0.06,2073,982
7.07,0.58,6.98,2048,4908
7.70,-6.12,1.26,1829,8512
8.33,-1.86,-5.30,1512,12131
8.40,4.98,-2.69,1430,16138
7.76,3.66,5.20,1785,3705
3.66,-6.34,6.43,3266,7137
-0.12,-8.55,-4.66,4175,10434
-2.11,3.27,-9.14,4625,14218
-6.14,7.21,2.13,5850,1804
-8.98,-0.35,3.24,7247,5252
-9.60,0.01,-0.12,8165,8840
-9.40,0.33,1.71,8600,12676
-8.42,-4.18,1.51,9399,8
-5.66,-5.04,-6.21,10658,3252
-1.14,5.49,-8.24,12102,6706
4.78,7.64,4.30,13597,10740
8.40,-1.67,5.11,14811,14328
9.70,-2.53,-0.55,15533,1490
9.78,0.35,-2.52,15681,5189
9.90,2.04,-0.31,15942,9071
9.82,-0.10,-2.33,641,12705
7.30,6.36,-2.98,2022,16262
3.09,5.15,7.84,3361,3690
0.94,-7.18,6.42,3925,7286
-0.34,-8.30,-5.08,4292,10732
-2.07,3.86,-8.92,4610,14520
-3.65,8.13,3.96,5115,2404
-5.76,-2.41,7.23,5776,6035
-8.68,-4.01,-0.19,7056,9368
-9.15,0.64,2.71,8977,12748
-4.70,-7.11,4.29,10920,16010
5.34,-7.69,-3.09,13722,2005
10.03,0.57,0.99,361,4655
2.36,-5.28,7.82,3615,6647
-7.86,-5.08,1.87,6810,8259
-6.90,6.88,-0.06,10425,9284
6.55,7.29,2.17,14346,10080
8.39,-4.31,-3.29,1738,10690
-3.87,-7.05,-5.42,5343,10873
-9.17,1.44,2.35,9044,11811
0.89,0.48,9.68,12557,13236
10.03,-0.17,0.98,16098,14613
2.30,6.75,-7.06,3527,15236
-9.06,2.28,-2.53,7251,15283
-4.67,-7.58,3.44,10895,16268
7.64,-6.28,0.62,14602,820
7.91,5.43,3.04,1862,2530
-4.13,4.20,7.66,5352,3815
-9.47,-0.24,-1.64,8665,4880
0.23,0.88,-9.90,12437,5307
10.09,0.25,0.02,116,6033
1.44,-3.47,8.96,3856,6069
-8.98,-2.47,2.08,7289,7229
-5.75,7.88,-0.78,10663,9001
6.42,5.83,4.97,14100,11172
9.60,0.08,-3.13,1081,13112
-1.16,2.37,-9.59,4693,14061
-9.58,0.24,-0.50,8291,15297
-1.96,-7.92,5.03,11940,16064
9.50,-3.16,0.51,15652,748
5.36,7.29,4.23,2830,2626
-6.22,2.48,6.87,6114,4300
-8.98,0.54,-3.55,9299,5700
2.38,3.49,-9.09,13122,6065
9.93,-1.18,1.07,673,7459
0.03,-8.80,3.95,4328,8118
-9.34,-1.87,0.84,7852,7861
-4.01,5.01,-7.52,11466,6531
9.20,1.44,-3.96,15566,5851
5.30,-2.03,8.06,2914,5782
-6.09,2.56,6.97,6037,4043
-9.28,-2.38,-0.51,8896,1314
-3.90,-5.27,6.95,11224,14849
6.08,2.34,7.50,14100,12521
9.89,-1.76,-0.73,670,9671
5.48,-4.77,6.62,2720,6597
-0.08,4.96,8.41,4163,3420
-5.85,7.32,-2.92,5761,16109
-9.00,-0.77,-3.45,7253,12471
-9.59,0.18,-0.10,8158,9000
-9.58,-0.07,-0.56,8210,5136
-9.54,1.04,0.21,7712,1436
-8.95,1.36,-3.45,7068,14061
-8.63,-3.71,-1.94,6980,10139
-8.82,-2.27,2.78,7127,6506
-9.46,-1.18,-1.22,8573,2895
-7.50,-5.11,2.93,9843,15757
-2.57,0.90,9.27,11659,12740
4.91,8.51,1.92,13697,9453
9.50,1.51,-3.17,15552,5698
9.90,1.78,0.88,431,2237
9.36,2.75,-2.75,928,14848
8.38,-3.54,-4.20,1551,10932
8.31,-4.44,3.18,1598,7241
6.89,3.24,6.46,2159,3678
5.57,7.97,-2.65,2486,16229
7.81,-1.36,-6.18,1718,12256
10.04,-0.68,-0.27,113,8969
7.16,3.27,-6.33,14190,5822
-0.71,-6.92,-6.87,11804,2671
-8.69,-3.94,0.38,9020,349
-7.59,3.48,-5.07,6224,14574
3.35,-2.79,-8.94,3076,12084
10.04,-0.50,-0.70,126,10248
3.78,8.71,-3.31,13162,7939
-7.38,3.57,-5.35,9745,6326
-7.36,-2.22,5.63,6132,5758
5.03,1.51,8.38,2659,4419
9.73,-1.03,-2.39,15437,3444
-2.75,-5.44,-7.65,11241,3144
-9.53,0.91,0.62,7579,2320
-0.51,6.88,6.97,4063,2939
8.88,-0.18,4.64,1185,5187
8.79,4.50,-2.32,14949,7774
0.76,7.71,6.05,12216,10915
-8.14,-0.62,4.94,9459,13384
-9.44,1.64,-0.98,7342,16238
-5.48,5.40,5.85,5380,3247
2.60,-4.15,8.43,3290,6332
7.30,-6.63,-0.91,1876,9526
9.84,0.15,-2.31,394,13061
9.91,-1.68,0.40,15664,442
6.41,-4.16,-6.39,13916,3562
1.64,6.85,-7.15,12553,7157
-1.11,6.70,7.01,11886,11409
-3.45,-5.55,6.99,11162,15064
-7.67,-5.55,-1.55,9663,1863
-8.86,0.30,-3.92,9026,5556
-9.43,1.90,0.01,8635,9557
-8.70,-0.03,3.90,9189,13430
-6.91,-6.46,1.25,10108,591
-3.33,-4.71,-7.90,11333,3821
0.12,7.87,-6.14,12336,7632
1.88,5.59,7.88,12685,11908
2.79,-6.88,6.29,12920,15587
5.98,-6.68,-4.19,13834,2526
7.35,2.52,-6.44,14353,6263
5.80,7.72,2.70,13773,10431
3.65,-3.43,8.41,13096,14464
-1.00,-9.58,-0.35,11897,1355
-4.16,-2.36,-8.56,10992,4619
-5.44,7.82,-2.33,10655,8721
-8.61,1.64,3.83,9186,12393
-9.54,0.89,-0.97,7644,15695
-8.11,3.92,3.35,6519,3065
-6.77,-3.86,5.47,6071,6815
-6.42,-6.55,-2.91,5976,10414
-8.53,0.56,-4.61,6972,13962
-9.34,-2.06,0.12,8786,1001
-4.89,-4.90,-6.84,10996,3702
4.93,3.31,-8.13,13779,6247
9.60,-2.61,1.14,1008,8253
-0.82,-9.58,0.70,4520,9112
-9.55,-0.87,-0.32,8029,10083
-2.06,8.28,4.79,11842,10675
9.86,2.10,0.81,15931,10635
3.46,-8.15,-4.23,3321,10444
-7.89,-5.38,-0.53,6825,9411
-6.50,7.25,0.18,10569,9359
7.31,6.95,0.08,14627,9353
7.57,-6.38,-0.51,2099,9387
-4.94,-8.11,-1.51,5678,9728
-8.84,3.78,0.71,9354,9802
3.26,9.14,2.26,13284,9953
9.69,-2.57,-0.60,864,9576
-0.74,-9.59,0.73,4448,8996
-9.58,-0.44,-0.03,8086,8659
-1.55,9.49,-2.39,11928,8643
9.85,2.23,-0.60,16028,8677
3.48,-8.93,1.76,3405,8714
-8.24,-4.83,-0.53,6914,9505
-6.39,6.09,3.93,10499,10790
7.12,4.35,5.50,14426,11755
7.73,-3.39,-5.38,1926,11746
-4.87,-4.59,-7.09,5544,11856
-8.81,1.36,3.46,9245,12368
3.09,2.74,8.94,13293,12774
9.86,0.36,-2.19,702,13390
1.52,5.73,-8.09,3926,15226
-8.78,3.94,-0.96,7281,625
-5.82,-7.51,-1.25,10739,1655
5.67,-5.01,-6.45,14059,3593
9.47,-0.17,3.33,1149,5769
0.57,-7.95,5.44,4186,7878
-8.17,-4.78,-1.59,6860,10283
-8.65,0.28,4.02,9417,13377
-0.53,-7.28,6.27,12207,15761
9.87,-1.79,0.66,15922,284
3.08,9.48,-0.90,3407,977
-8.54,4.52,-0.11,7120,1112
-5.90,-7.04,2.61,10722,48
7.03,-5.47,4.26,14464,15676
7.96,2.42,-5.75,1927,14075
-3.13,-2.83,-8.87,5157,12535
-9.54,0.57,0.73,8606,11627
-0.45,6.76,7.06,12340,11396
10.03,1.25,0.13,16278,10163
2.80,-9.32,0.21,3578,9190
-8.70,-3.95,0.03,7186,9201
-5.82,7.83,0.24,10875,9434
6.94,5.55,4.62,14509,11326
7.89,-3.31,-5.21,1984,11778
-4.38,-2.94,-8.25,5536,12512
-9.21,0.59,2.51,9040,12713
0.11,7.08,6.78,12460,11274
10.01,1.48,-0.04,16205,9517
4.02,-7.58,4.66,3225,7797
-6.83,-2.52,6.14,6252,6069
-7.75,-1.16,-5.75,9888,4633
5.05,-4.26,-7.43,13703,3699
9.42,2.52,2.55,1123,3382
0.76,9.91,-0.06,4002,927
-8.00,2.49,-5.00,6639,14429
-9.58,-0.33,-0.32,8034,11049
-9.32,1.92,-1.68,8792,7336
-8.74,-3.05,-2.62,9158,2779
-8.99,-2.89,1.30,8909,16087
-9.47,0.39,1.39,8503,12370
-9.55,1.07,-0.37,8412,8531
-9.24,-0.50,-2.75,8836,4625
-8.52,-4.32,-0.14,9285,833
-8.76,-0.88,3.65,9105,13645
-9.60,0.06,-0.05,8090,9898
-9.02,-1.58,2.64,7216,6161
-9.26,2.07,1.41,7360,2375
-9.05,2.13,-2.72,7121,14925
-5.34,-5.10,-6.32,5519,11337
3.10,-9.09,1.57,3242,8576
9.94,-0.59,1.38,338,6372
4.26,-2.89,-8.53,13275,4079
-5.93,-7.23,-2.22,10367,1658
-9.58,-0.26,0.02,7997,15389
-5.87,-2.51,-7.40,5643,12188
3.36,-8.99,-1.87,3136,9467
9.95,-1.10,0.95,318,7251
4.89,-0.79,-8.71,13443,4588
-4.41,-7.91,-3.36,10686,1777
-9.51,1.36,-0.36,7423,293
-1.15,6.38,-7.59,4098,14892
9.03,0.04,-4.53,935,12785
7.59,5.13,4.11,14318,10809
-2.77,9.26,-2.06,11166,8271
-9.56,-0.45,0.25,7616,6882
-2.74,-1.61,9.08,4561,5251
8.28,2.63,5.02,1248,3639
8.19,-5.57,-1.14,14421,1065
-0.04,-6.00,7.55,11952,14750
-8.91,0.57,3.42,8893,12499
-6.46,-6.41,-3.17,5809,10054
3.44,-8.30,3.73,3076,7775
9.58,0.03,3.04,685,4982
9.56,-2.88,-1.02,15290,1383
3.18,-6.61,6.39,12787,14975
-5.75,1.60,7.51,10336,12316
-9.60,0.53,-0.07,8109,8891
-7.68,-2.11,5.23,6330,5584
-3.31,6.98,5.90,4790,2415
1.77,7.29,-6.66,3481,14949
6.08,-4.54,-6.46,2348,11142
9.97,-1.35,0.14,255,8274
4.99,3.63,-7.96,13442,5764
-6.15,-3.50,-6.67,10254,3461
-9.43,1.63,0.63,7332,1558
-2.41,8.25,-4.98,4451,15521
7.72,0.60,-6.45,1569,12913
9.32,3.08,2.27,15187,10622
3.17,8.25,-4.77,12994,7302
-4.77,-2.59,-8.14,10748,3814
-9.14,-2.80,-0.39,8728,849
-8.60,2.05,-4.02,6784,14093
-3.74,-6.87,-5.79,5028,10495
2.80,-8.15,4.48,3363,7395
7.97,1.27,5.90,1634,4229
10.10,0.42,-0.12,16210,710
6.51,-3.63,6.48,13878,14160
-2.90,4.27,8.21,11313,11498
-9.31,2.51,-0.24,8650,8524
-4.91,-6.25,5.26,5333,6930
6.62,-2.70,6.82,2081,5676
9.24,-1.04,-3.91,15084,3708
-2.56,-7.54,-5.58,11335,2267
-9.51,1.00,0.74,7601,2273
0.15,7.97,5.76,3921,2287
9.93,1.66,0.88,136,2317
2.24,-7.50,-5.92,12542,2317
-8.96,-2.28,-2.72,8839,3003
-4.84,1.32,8.19,5265,4347
6.96,-2.60,6.55,1980,5850
8.53,4.29,-3.40,14758,7084
-4.05,8.70,-2.19,11048,8238
-9.08,-3.00,-0.30,7197,9001
1.67,-9.38,-2.01,3624,9308
10.02,-0.96,-0.44,16305,9277
0.16,9.79,1.45,12245,9231
-9.37,2.21,-0.18,8401,8505
-3.27,-8.30,3.48,4879,7646
7.52,-2.51,5.96,1602,5675
7.56,-0.29,-6.63,14112,4398
-5.85,-3.41,-7.00,10188,3532
-8.60,1.75,3.80,6655,3549
2.82,4.58,8.27,3110,3425
10.07,-0.31,-0.60,15703,2218
-0.27,-7.90,-5.74,11718,2222
-9.55,-0.69,-0.51,7948,2280
-1.57,7.23,6.38,4145,2598
8.71,1.33,4.79,1101,4302
8.32,3.52,-4.60,14577,6496
-2.59,9.50,-0.06,11405,9038
-8.57,1.28,4.02,9149,12246
-8.68,2.84,-3.30,6749,15062
-5.88,6.61,3.98,5621,2317
-2.50,-3.85,8.43,4781,6038
-2.78,-9.11,-1.33,4896,9494
-2.33,-0.43,-9.59,4644,13138
-2.49,9.52,-0.31,4738,943
-6.48,1.32,6.92,6088,4514
-8.97,-2.97,1.40,7290,7833
-9.55,0.58,0.76,8451,11479
-8.63,-2.91,2.76,9338,15271
-6.02,-6.54,-3.69,10542,2207
-0.30,1.40,-9.85,12279,5328
7.75,6.42,-0.90,14669,8748
9.01,-3.01,-3.20,1409,10941
-0.32,-0.26,-9.91,4359,13105
-8.67,3.56,-2.49,7040,15829
-7.10,-6.28,-1.48,10187,1386
4.87,-6.18,-5.99,13706,2816
9.55,0.60,3.09,1003,4779
-0.78,-4.15,8.68,4504,6019
-9.51,-0.86,0.67,7947,6967
-3.86,8.84,-1.92,11343,8538
8.88,4.68,1.16,15204,9822
