accel_x,accel_y,accel_z,encoder_a,encoder_b
-4.93,-2.73,7.73,5484,4116
-4.75,-2.77,7.84,5409,4122
-2.36,-3.11,8.80,4610,4142
1.63,-3.88,8.77,3623,4376
6.58,-3.72,6.37,2036,4664
10.05,-0.25,0.80,112,4712
8.33,3.54,-4.55,14580,4913
1.99,6.89,-7.01,12495,5328
-5.20,6.56,-5.21,10601,5696
-9.13,2.86,-1.23,8723,6504
